year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,5,0
1898,0,0
1899,0,0
1900,5,0
1901,0,0
1902,5,0
1903,8,0
1904,0,0
1905,0,0
1906,7,0
1907,8,0
1908,0,0
1909,12,0
1910,11,0
1911,7,0
1912,11,0
1913,12,0
1914,13,0
1915,16,0
1916,12,0
1917,23,0
1918,22,0
1919,16,0
1920,22,0
1921,16,0
1922,10,6
1923,14,5
1924,18,0
1925,15,7
1926,7,0
1927,13,0
1928,11,0
1929,11,0
1930,10,5
1931,11,0
1932,7,0
1933,7,0
1934,11,0
1935,8,0
1936,6,0
1937,7,0
1938,7,0
1939,0,0
1940,10,0
1941,8,0
1942,5,0
1943,0,0
1944,0,0
1945,10,0
1946,11,0
1947,15,0
1948,7,0
1949,14,0
1950,14,0
1951,15,0
1952,12,0
1953,14,0
1954,7,5
1955,14,0
1956,9,0
1957,10,0
1958,11,0
1959,0,0
1960,11,0
1961,7,0
1962,8,0
1963,7,0
1964,9,0
1965,6,0
1966,0,0
1967,6,0
1968,5,0
1969,8,0
1970,0,0
1971,11,0
1972,15,0
1973,24,0
1974,31,0
1975,30,0
1976,28,0
1977,24,0
1978,23,0
1979,11,0
1980,7,0
1981,21,0
1982,7,0
1983,21,0
1984,9,0
1985,9,0
1986,9,0
1987,0,0
1988,0,0
1989,0,0
1990,0,0
1991,0,0
1992,6,0
1993,0,0
1994,10,0
1995,8,0
1996,13,0
1997,17,0
1998,14,0
1999,13,0
2000,16,0
2001,22,0
2002,24,0
2003,12,0
2004,46,0
2005,55,0
2006,66,0
2007,77,0
2008,127,6
2009,132,0
2010,99,0
2011,111,0
2012,144,0
2013,164,0
2014,154,0
2015,180,0
2016,175,0
2017,181,0
2018,187,0
2019,209,5
