year,F,M
1880,7,730
1881,0,668
1882,0,837
1883,0,837
1884,5,889
1885,0,906
1886,0,995
1887,5,892
1888,0,1022
1889,0,984
1890,0,1018
1891,0,1007
1892,5,1276
1893,6,1169
1894,8,1185
1895,14,1325
1896,0,1254
1897,0,1201
1898,6,1326
1899,9,1139
1900,11,1483
1901,12,1196
1902,0,1292
1903,6,1261
1904,9,1310
1905,8,1377
1906,14,1319
1907,11,1389
1908,7,1428
1909,0,1518
1910,15,1706
1911,15,1775
1912,15,3590
1913,22,4046
1914,30,4909
1915,26,6267
1916,27,6304
1917,36,6586
1918,40,7188
1919,46,6825
1920,44,7221
1921,35,7332
1922,36,6861
1923,35,6802
1924,45,6894
1925,43,6669
1926,38,6541
1927,38,6458
1928,48,6067
1929,43,5731
1930,46,5497
1931,45,5062
1932,37,4892
1933,26,4281
1934,26,4213
1935,18,4079
1936,19,3771
1937,21,3757
1938,26,3637
1939,18,3483
1940,22,3486
1941,23,3670
1942,19,3740
1943,17,3855
1944,22,3578
1945,23,3193
1946,21,3567
1947,18,3920
1948,17,3791
1949,23,3395
1950,17,3341
1951,24,3231
1952,17,3156
1953,19,3077
1954,17,3183
1955,17,3014
1956,18,2952
1957,14,2629
1958,19,2520
1959,19,2373
1960,17,2198
1961,11,2191
1962,20,1950
1963,12,1960
1964,22,1776
1965,14,1803
1966,23,1531
1967,13,1376
1968,17,1381
1969,13,1338
1970,17,1384
1971,17,1371
1972,10,1214
1973,11,1100
1974,13,1005
1975,10,911
1976,17,953
1977,11,886
1978,14,935
1979,5,911
1980,9,860
1981,0,846
1982,12,842
1983,8,795
1984,9,732
1985,10,675
1986,5,693
1987,12,632
1988,9,654
1989,0,635
1990,5,618
1991,0,591
1992,5,518
1993,0,499
1994,0,482
1995,0,425
1996,0,376
1997,0,362
1998,0,349
1999,0,317
2000,0,310
2001,0,302
2002,0,262
2003,0,259
2004,0,250
2005,0,297
2006,0,249
2007,0,249
2008,0,218
2009,0,192
2010,0,199
2011,0,191
2012,0,191
2013,0,176
2014,0,197
2015,0,182
2016,0,155
2017,0,156
2018,0,173
2019,0,167
