year,Boys,Girls
1880,688,0
1881,635,0
1882,726,0
1883,853,0
1884,874,7
1885,846,0
1886,916,0
1887,967,5
1888,1212,6
1889,1198,0
1890,1232,0
1891,1219,6
1892,1333,0
1893,1336,5
1894,1430,0
1895,1514,0
1896,1594,0
1897,1511,0
1898,1705,5
1899,1628,5
1900,2081,5
1901,1599,5
1902,1896,0
1903,1916,0
1904,1983,9
1905,2198,0
1906,2230,7
1907,2457,7
1908,2750,10
1909,2897,7
1910,3161,10
1911,3565,11
1912,4666,11
1913,5302,12
1914,6613,20
1915,8181,15
1916,8469,23
1917,8689,16
1918,8842,12
1919,8334,17
1920,8878,19
1921,8887,17
1922,8537,22
1923,8438,22
1924,8363,28
1925,7867,19
1926,7469,29
1927,7255,35
1928,6911,41
1929,6277,23
1930,6297,32
1931,5643,38
1932,5448,29
1933,4909,19
1934,4935,20
1935,4699,18
1936,4535,26
1937,4461,23
1938,4524,20
1939,4577,17
1940,4582,17
1941,4883,18
1942,5268,26
1943,5425,24
1944,5257,16
1945,5030,18
1946,6366,14
1947,7889,13
1948,8245,23
1949,9136,14
1950,9656,18
1951,10565,24
1952,11052,31
1953,10847,17
1954,11078,17
1955,11634,24
1956,12059,19
1957,11150,27
1958,10764,23
1959,10025,19
1960,9538,25
1961,9248,19
1962,8698,20
1963,8292,28
1964,8236,23
1965,7246,27
1966,6963,23
1967,6347,21
1968,6130,16
1969,6094,18
1970,6005,20
1971,5336,16
1972,4685,11
1973,4262,15
1974,4184,19
1975,3935,11
1976,3780,14
1977,3843,21
1978,3956,19
1979,3878,14
1980,4081,16
1981,4056,14
1982,4099,8
1983,4250,17
1984,4237,19
1985,4293,12
1986,4242,24
1987,4107,24
1988,4505,16
1989,4556,44
1990,4892,23
1991,4815,8
1992,4535,10
1993,4476,0
1994,4102,0
1995,3858,11
1996,3738,11
1997,3591,8
1998,3346,0
1999,3401,9
2000,3802,0
2001,3730,0
2002,3292,10
2003,3231,0
2004,3180,11
2005,2984,8
2006,2790,0
2007,2470,5
2008,2322,0
2009,1889,0
2010,1611,0
2011,1934,0
2012,1911,0
2013,1866,0
2014,1942,0
2015,1806,0
2016,1666,0
2017,1581,0
2018,1503,0
2019,1299,0
