year,Girls,Boys
1880,949,8
1881,958,6
1882,1037,6
1883,1108,0
1884,1245,5
1885,1283,5
1886,1396,7
1887,1344,0
1888,1647,6
1889,1547,6
1890,1510,8
1891,1342,8
1892,1588,5
1893,1451,13
1894,1452,6
1895,1463,0
1896,1388,8
1897,1365,6
1898,1371,5
1899,1346,8
1900,1711,6
1901,1247,5
1902,1376,0
1903,1252,9
1904,1280,6
1905,1288,7
1906,1188,6
1907,1283,11
1908,1239,10
1909,1276,6
1910,1381,9
1911,1281,8
1912,1580,7
1913,1517,10
1914,1798,10
1915,1968,15
1916,2159,16
1917,2073,11
1918,2130,12
1919,2180,19
1920,2108,11
1921,2081,13
1922,2120,11
1923,1930,11
1924,2052,14
1925,2024,26
1926,1860,20
1927,1788,16
1928,1652,13
1929,1511,17
1930,1466,15
1931,1307,20
1932,1396,12
1933,1262,16
1934,1259,11
1935,1278,13
1936,1183,7
1937,1176,19
1938,1121,15
1939,1078,12
1940,1092,12
1941,1030,11
1942,1187,8
1943,1136,6
1944,1021,8
1945,985,7
1946,1071,11
1947,1170,7
1948,1174,0
1949,1107,6
1950,976,6
1951,1065,5
1952,1109,5
1953,1280,8
1954,1309,7
1955,1213,7
1956,1529,7
1957,2157,5
1958,2577,16
1959,2966,9
1960,3149,10
1961,3178,9
1962,3030,9
1963,2817,6
1964,2976,10
1965,2484,8
1966,2475,0
1967,3196,9
1968,3978,8
1969,3887,7
1970,4977,20
1971,5976,24
1972,5422,14
1973,5836,22
1974,6435,17
1975,7856,22
1976,7992,25
1977,8662,27
1978,7319,27
1979,6356,19
1980,5762,29
1981,5094,18
1982,5186,19
1983,4297,21
1984,3691,19
1985,2941,7
1986,2560,13
1987,2389,13
1988,2205,5
1989,1957,11
1990,1707,0
1991,1465,0
1992,1285,0
1993,1116,0
1994,1012,0
1995,895,0
1996,876,0
1997,744,0
1998,629,0
1999,582,0
2000,536,0
2001,430,0
2002,321,0
2003,345,0
2004,310,0
2005,304,0
2006,308,0
2007,268,0
2008,264,0
2009,236,0
2010,181,0
2011,151,0
2012,154,0
2013,176,0
2014,149,0
2015,126,0
2016,143,0
2017,128,0
2018,115,0
2019,91,0
