year,Boys,Girls
1880,306,0
1881,316,0
1882,304,0
1883,321,0
1884,380,0
1885,399,0
1886,370,0
1887,398,0
1888,458,0
1889,491,0
1890,455,0
1891,402,5
1892,476,0
1893,483,0
1894,473,0
1895,484,0
1896,437,0
1897,456,0
1898,441,0
1899,393,0
1900,455,0
1901,406,0
1902,452,0
1903,389,0
1904,429,0
1905,407,0
1906,409,0
1907,437,0
1908,449,0
1909,443,0
1910,553,0
1911,550,0
1912,785,0
1913,805,0
1914,989,7
1915,1402,0
1916,1385,0
1917,1368,0
1918,1458,0
1919,1296,5
1920,1436,0
1921,1425,0
1922,1269,0
1923,1304,5
1924,1302,0
1925,1193,0
1926,1217,0
1927,1167,0
1928,1189,8
1929,1192,0
1930,1160,5
1931,1125,0
1932,1103,6
1933,1050,0
1934,1069,0
1935,1048,0
1936,1075,0
1937,1094,7
1938,1116,0
1939,1005,5
1940,1161,8
1941,1173,0
1942,1390,5
1943,1353,0
1944,1212,0
1945,1015,0
1946,1090,0
1947,1150,0
1948,1080,0
1949,1001,0
1950,879,0
1951,919,0
1952,917,0
1953,884,0
1954,771,0
1955,744,0
1956,701,0
1957,1137,0
1958,989,0
1959,1045,0
1960,1209,5
1961,2200,6
1962,1989,5
1963,1689,0
1964,2105,0
1965,1815,5
1966,1551,0
1967,1449,0
1968,1412,0
1969,1352,0
1970,1372,0
1971,1213,0
1972,1071,0
1973,1111,8
1974,1198,7
1975,1232,0
1976,1226,9
1977,1205,0
1978,1308,5
1979,1352,5
1980,1313,5
1981,1391,9
1982,1536,7
1983,1481,0
1984,1633,10
1985,1751,5
1986,1803,5
1987,2046,11
1988,2323,8
1989,2662,30
1990,2821,14
1991,2844,0
1992,3176,7
1993,3083,0
1994,3449,7
1995,3800,0
1996,4466,0
1997,4439,5
1998,4276,6
1999,4472,6
2000,5021,7
2001,4862,8
2002,4657,0
2003,4585,0
2004,4378,13
2005,3973,7
2006,3788,0
2007,3407,0
2008,3543,12
2009,3624,0
2010,3359,0
2011,3369,0
2012,3417,0
2013,3982,0
2014,4345,6
2015,4332,0
2016,4432,0
2017,4285,0
2018,4158,0
2019,3900,0
