year,F,M
1880,12,7
1881,12,8
1882,13,7
1883,9,7
1884,17,9
1885,22,7
1886,21,6
1887,21,11
1888,21,5
1889,26,13
1890,37,9
1891,31,12
1892,40,11
1893,39,12
1894,39,6
1895,40,16
1896,44,10
1897,48,15
1898,51,10
1899,52,17
1900,59,20
1901,42,10
1902,59,16
1903,78,20
1904,78,11
1905,74,15
1906,89,21
1907,103,19
1908,116,16
1909,131,20
1910,129,22
1911,151,35
1912,185,46
1913,229,55
1914,293,63
1915,336,79
1916,399,78
1917,416,72
1918,439,108
1919,434,91
1920,494,95
1921,531,84
1922,536,84
1923,576,76
1924,635,90
1925,672,79
1926,723,96
1927,740,88
1928,658,89
1929,665,91
1930,783,132
1931,995,124
1932,1304,100
1933,1320,142
1934,1423,142
1935,1537,135
1936,1681,130
1937,1908,126
1938,2407,145
1939,2296,126
1940,2796,159
1941,3205,152
1942,3821,164
1943,4510,153
1944,4795,144
1945,5338,159
1946,7216,177
1947,8643,173
1948,8055,173
1949,8218,147
1950,8146,136
1951,8722,139
1952,8758,126
1953,8578,140
1954,9635,110
1955,9973,137
1956,9362,103
1957,8765,106
1958,8208,100
1959,8658,91
1960,8877,101
1961,8985,76
1962,8881,51
1963,8164,63
1964,7036,54
1965,6153,52
1966,5104,40
1967,4583,48
1968,3953,38
1969,3547,48
1970,3324,32
1971,2751,43
1972,2333,27
1973,1938,18
1974,1634,16
1975,1407,20
1976,1314,31
1977,1210,14
1978,1102,16
1979,945,19
1980,837,16
1981,763,12
1982,655,17
1983,621,14
1984,677,12
1985,567,10
1986,472,13
1987,508,12
1988,482,8
1989,524,7
1990,505,0
1991,433,9
1992,405,9
1993,395,10
1994,377,5
1995,301,12
1996,256,0
1997,213,0
1998,244,0
1999,195,0
2000,175,0
2001,180,0
2002,148,0
2003,155,0
2004,136,0
2005,129,0
2006,102,0
2007,109,0
2008,94,0
2009,100,0
2010,90,0
2011,78,5
2012,94,0
2013,68,0
2014,73,0
2015,82,0
2016,73,0
2017,56,0
2018,73,0
2019,61,0
