year,Boys,Girls
1880,0,49
1881,0,52
1882,0,39
1883,0,47
1884,0,57
1885,0,50
1886,0,62
1887,0,46
1888,0,59
1889,0,42
1890,0,32
1891,0,32
1892,0,49
1893,0,40
1894,0,45
1895,0,41
1896,0,53
1897,0,35
1898,0,33
1899,0,36
1900,0,45
1901,0,26
1902,0,37
1903,0,35
1904,0,27
1905,0,25
1906,0,30
1907,0,29
1908,0,37
1909,0,48
1910,0,32
1911,0,43
1912,0,76
1913,0,81
1914,8,126
1915,0,145
1916,0,148
1917,6,145
1918,0,179
1919,7,128
1920,11,180
1921,6,147
1922,12,169
1923,14,155
1924,14,178
1925,7,182
1926,13,168
1927,15,153
1928,20,164
1929,16,171
1930,14,172
1931,15,154
1932,22,208
1933,17,142
1934,14,181
1935,19,181
1936,20,190
1937,26,197
1938,26,228
1939,30,246
1940,32,317
1941,44,321
1942,70,383
1943,102,447
1944,106,529
1945,129,551
1946,202,827
1947,322,1116
1948,329,1286
1949,241,1389
1950,219,1249
1951,278,1474
1952,328,1687
1953,334,1580
1954,374,1801
1955,454,2191
1956,610,2528
1957,1021,3257
1958,1343,4453
1959,1409,5672
1960,1509,6500
1961,1568,7209
1962,1521,6785
1963,1423,6336
1964,1377,5637
1965,1089,5483
1966,860,5257
1967,728,4622
1968,669,4252
1969,528,4286
1970,458,4465
1971,324,4293
1972,275,3481
1973,239,2706
1974,204,2279
1975,201,1959
1976,188,1603
1977,162,1494
1978,129,1338
1979,119,1265
1980,104,989
1981,76,831
1982,84,714
1983,50,648
1984,58,625
1985,52,614
1986,56,535
1987,37,512
1988,44,494
1989,29,539
1990,30,487
1991,39,511
1992,24,462
1993,28,445
1994,28,441
1995,23,488
1996,29,552
1997,19,532
1998,16,599
1999,15,623
2000,20,651
2001,20,696
2002,15,689
2003,14,679
2004,10,674
2005,9,722
2006,9,841
2007,16,906
2008,11,943
2009,10,860
2010,8,717
2011,0,581
2012,12,648
2013,11,623
2014,7,538
2015,8,567
2016,6,513
2017,5,458
2018,6,438
2019,0,489
