year,Girls,Boys
1880,0,168
1881,0,274
1882,0,300
1883,0,290
1884,0,338
1885,0,273
1886,0,287
1887,0,207
1888,0,288
1889,0,274
1890,0,263
1891,0,252
1892,0,285
1893,0,291
1894,5,325
1895,0,377
1896,7,329
1897,0,290
1898,0,321
1899,6,288
1900,7,364
1901,0,253
1902,7,321
1903,9,327
1904,0,355
1905,0,388
1906,9,420
1907,0,424
1908,5,461
1909,5,475
1910,11,561
1911,9,708
1912,16,1460
1913,14,1765
1914,18,2289
1915,14,3043
1916,20,3212
1917,21,3338
1918,20,3692
1919,30,3432
1920,28,3698
1921,24,3549
1922,22,3133
1923,23,3150
1924,23,3033
1925,19,2719
1926,35,2534
1927,18,2407
1928,30,2243
1929,18,1968
1930,17,1790
1931,18,1718
1932,13,1606
1933,6,1399
1934,19,1384
1935,9,1432
1936,13,1278
1937,13,1271
1938,0,1237
1939,6,1296
1940,9,1353
1941,10,1448
1942,15,1558
1943,9,1630
1944,15,1523
1945,14,1444
1946,12,1620
1947,12,1714
1948,10,1556
1949,11,1439
1950,8,1378
1951,6,1402
1952,14,1454
1953,12,1381
1954,8,1419
1955,5,1254
1956,0,1258
1957,13,1179
1958,7,1049
1959,5,1002
1960,0,935
1961,5,889
1962,6,774
1963,0,732
1964,0,711
1965,0,628
1966,7,536
1967,0,533
1968,5,501
1969,0,544
1970,6,515
1971,0,508
1972,6,411
1973,0,422
1974,6,429
1975,0,355
1976,0,370
1977,0,393
1978,0,378
1979,0,355
1980,0,350
1981,0,348
1982,0,331
1983,5,292
1984,0,285
1985,0,263
1986,0,220
1987,0,251
1988,0,227
1989,0,227
1990,0,226
1991,0,209
1992,0,203
1993,0,154
1994,0,149
1995,0,145
1996,0,124
1997,0,122
1998,0,117
1999,0,99
2000,0,109
2001,0,81
2002,0,97
2003,0,93
2004,0,88
2005,0,95
2006,0,71
2007,0,81
2008,0,90
2009,0,73
2010,0,74
2011,0,81
2012,0,71
2013,0,77
2014,0,84
2015,0,98
2016,0,76
2017,0,92
2018,0,92
2019,0,91
