year,F,M
1880,0,22
1881,0,18
1882,0,34
1883,0,31
1884,0,32
1885,0,34
1886,0,25
1887,0,32
1888,0,29
1889,5,41
1890,6,25
1891,0,22
1892,0,39
1893,0,28
1894,0,24
1895,5,28
1896,5,27
1897,0,28
1898,0,24
1899,0,22
1900,0,28
1901,0,17
1902,0,25
1903,0,18
1904,0,17
1905,5,27
1906,0,12
1907,0,25
1908,0,24
1909,0,28
1910,0,23
1911,5,23
1912,0,66
1913,0,51
1914,0,84
1915,5,92
1916,0,92
1917,7,102
1918,0,94
1919,0,92
1920,0,100
1921,0,71
1922,5,98
1923,0,78
1924,0,97
1925,0,88
1926,6,79
1927,0,92
1928,0,71
1929,0,71
1930,0,70
1931,0,49
1932,0,60
1933,0,65
1934,0,66
1935,0,49
1936,0,50
1937,0,48
1938,0,49
1939,0,45
1940,0,44
1941,0,47
1942,0,47
1943,0,49
1944,0,53
1945,0,44
1946,0,63
1947,0,55
1948,0,46
1949,0,51
1950,0,37
1951,0,35
1952,0,27
1953,0,46
1954,0,34
1955,0,30
1956,0,37
1957,0,45
1958,0,35
1959,0,29
1960,0,43
1961,0,31
1962,0,16
1963,0,25
1964,0,35
1965,0,21
1966,0,17
1967,0,19
1968,0,14
1969,0,23
1970,0,15
1971,0,14
1972,0,13
1973,0,5
1974,0,12
1975,0,12
1976,0,9
1977,0,10
1978,0,11
1979,0,10
1980,0,8
1981,0,13
1982,0,9
1983,0,12
1984,0,10
1985,0,12
1986,0,0
1987,0,8
1988,0,9
1989,0,6
1990,0,6
1991,0,9
1992,0,5
1993,0,5
1994,0,7
1995,0,0
1996,0,0
1997,0,0
1998,0,0
1999,0,0
2000,0,5
2001,0,8
2002,0,0
2003,0,0
2004,0,0
2005,0,0
2006,0,6
2007,0,0
2008,0,7
2009,0,0
2010,0,0
2011,0,0
2012,0,6
2013,0,0
2014,0,0
2015,0,5
2016,0,0
2017,0,9
2018,0,0
2019,0,0
