year,F,M
1880,0,0
1881,0,0
1882,0,5
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,5
1910,0,0
1911,0,9
1912,9,8
1913,0,0
1914,0,9
1915,5,13
1916,0,14
1917,0,17
1918,6,17
1919,7,13
1920,6,9
1921,5,15
1922,0,16
1923,0,16
1924,7,8
1925,0,17
1926,6,12
1927,0,6
1928,5,8
1929,0,11
1930,0,17
1931,0,20
1932,0,8
1933,0,15
1934,0,10
1935,0,12
1936,0,14
1937,0,13
1938,0,11
1939,0,9
1940,0,0
1941,0,10
1942,0,14
1943,0,0
1944,0,15
1945,0,14
1946,0,11
1947,0,17
1948,0,15
1949,0,21
1950,0,15
1951,0,13
1952,0,22
1953,0,14
1954,0,29
1955,0,31
1956,0,31
1957,0,22
1958,0,17
1959,0,34
1960,0,43
1961,0,28
1962,0,44
1963,0,35
1964,0,37
1965,0,44
1966,0,30
1967,0,37
1968,0,35
1969,0,45
1970,0,54
1971,0,60
1972,0,67
1973,0,88
1974,0,66
1975,0,86
1976,5,96
1977,0,96
1978,0,105
1979,0,96
1980,5,109
1981,0,113
1982,0,118
1983,6,144
1984,0,157
1985,0,191
1986,7,210
1987,5,218
1988,0,234
1989,0,320
1990,5,346
1991,0,323
1992,0,301
1993,0,312
1994,0,280
1995,0,235
1996,0,209
1997,0,213
1998,0,209
1999,0,240
2000,0,230
2001,0,205
2002,0,163
2003,0,195
2004,0,185
2005,0,223
2006,0,200
2007,0,205
2008,0,200
2009,0,227
2010,0,214
2011,0,195
2012,0,195
2013,0,229
2014,0,195
2015,0,191
2016,0,162
2017,0,175
2018,0,149
2019,0,146
