year,F,M
1880,0,0
1881,0,12
1882,0,0
1883,0,11
1884,0,13
1885,0,10
1886,0,15
1887,0,13
1888,0,15
1889,0,11
1890,0,8
1891,0,13
1892,0,18
1893,0,13
1894,0,16
1895,0,9
1896,0,13
1897,0,16
1898,0,14
1899,0,14
1900,0,31
1901,0,13
1902,0,11
1903,0,23
1904,0,25
1905,0,16
1906,0,15
1907,0,18
1908,0,25
1909,0,22
1910,0,26
1911,0,26
1912,0,45
1913,0,37
1914,0,92
1915,0,78
1916,0,83
1917,0,91
1918,5,95
1919,0,107
1920,5,98
1921,0,83
1922,0,93
1923,0,84
1924,0,112
1925,6,88
1926,0,89
1927,9,85
1928,0,78
1929,0,71
1930,0,62
1931,7,78
1932,0,68
1933,0,77
1934,0,97
1935,0,101
1936,0,98
1937,0,99
1938,0,106
1939,6,77
1940,6,88
1941,7,109
1942,0,112
1943,5,130
1944,5,122
1945,0,125
1946,0,148
1947,0,178
1948,9,150
1949,6,178
1950,7,170
1951,8,172
1952,8,156
1953,8,161
1954,0,191
1955,9,150
1956,7,176
1957,5,140
1958,5,164
1959,7,133
1960,0,139
1961,6,132
1962,10,130
1963,7,158
1964,0,132
1965,8,114
1966,0,127
1967,0,140
1968,6,124
1969,8,150
1970,9,156
1971,11,196
1972,9,164
1973,11,131
1974,14,142
1975,10,162
1976,14,157
1977,11,122
1978,9,71
1979,0,65
1980,8,94
1981,11,87
1982,12,119
1983,9,120
1984,15,135
1985,24,177
1986,21,182
1987,27,212
1988,15,264
1989,22,294
1990,32,333
1991,41,391
1992,30,487
1993,44,551
1994,44,543
1995,59,919
1996,66,1216
1997,61,1540
1998,63,1800
1999,83,1943
2000,91,2550
2001,80,3435
2002,66,3480
2003,101,4171
2004,114,5009
2005,120,5899
2006,123,6432
2007,102,6100
2008,104,7063
2009,119,8168
2010,160,8160
2011,195,8600
2012,246,9265
2013,299,9574
2014,355,10684
2015,580,10790
2016,702,10198
2017,601,9799
2018,653,9346
2019,610,8631
