year,F,M
1880,0,0
1881,0,0
1882,8,0
1883,0,0
1884,7,0
1885,0,0
1886,0,0
1887,6,0
1888,6,0
1889,0,0
1890,6,0
1891,0,0
1892,0,0
1893,0,0
1894,13,0
1895,6,0
1896,0,0
1897,6,0
1898,0,0
1899,5,0
1900,9,0
1901,5,0
1902,0,0
1903,6,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,7,0
1910,6,0
1911,5,0
1912,13,0
1913,12,0
1914,5,0
1915,5,0
1916,19,0
1917,17,0
1918,14,0
1919,17,0
1920,18,0
1921,9,0
1922,15,0
1923,16,0
1924,11,0
1925,14,0
1926,11,0
1927,16,0
1928,8,0
1929,17,0
1930,7,0
1931,10,0
1932,14,0
1933,19,0
1934,6,0
1935,11,0
1936,14,0
1937,19,0
1938,20,0
1939,26,0
1940,31,0
1941,30,0
1942,129,0
1943,233,0
1944,307,0
1945,632,0
1946,1001,0
1947,1317,0
1948,1446,0
1949,1589,5
1950,1648,0
1951,1734,5
1952,1835,0
1953,1753,0
1954,1555,0
1955,1414,0
1956,1403,0
1957,1155,6
1958,846,0
1959,908,0
1960,843,0
1961,740,0
1962,804,5
1963,862,0
1964,837,0
1965,970,0
1966,1220,0
1967,1118,0
1968,1178,0
1969,1298,9
1970,1427,0
1971,1308,0
1972,1253,0
1973,1133,0
1974,1155,0
1975,1123,6
1976,1212,0
1977,1139,5
1978,1327,0
1979,1595,6
1980,2188,11
1981,2580,6
1982,2851,11
1983,2698,9
1984,2670,16
1985,2705,9
1986,2459,10
1987,2330,8
1988,2420,6
1989,2269,13
1990,2164,7
1991,1936,5
1992,1661,0
1993,1309,0
1994,1100,0
1995,966,0
1996,760,0
1997,625,0
1998,534,0
1999,463,0
2000,421,0
2001,338,0
2002,330,0
2003,341,0
2004,307,0
2005,269,0
2006,249,0
2007,253,0
2008,217,0
2009,198,0
2010,133,0
2011,141,0
2012,100,0
2013,99,0
2014,121,0
2015,91,0
2016,100,0
2017,77,0
2018,63,0
2019,60,0
