year,F,M
1880,524,6
1881,585,0
1882,594,12
1883,640,9
1884,720,6
1885,776,0
1886,827,0
1887,842,5
1888,898,6
1889,882,9
1890,883,7
1891,870,5
1892,960,0
1893,877,0
1894,827,0
1895,884,0
1896,874,5
1897,862,5
1898,929,9
1899,717,16
1900,958,5
1901,768,0
1902,780,0
1903,778,6
1904,788,6
1905,757,0
1906,761,7
1907,786,6
1908,806,5
1909,829,0
1910,833,5
1911,888,0
1912,1061,0
1913,1183,9
1914,1343,7
1915,1666,6
1916,1725,11
1917,1740,15
1918,1738,7
1919,1835,10
1920,1865,7
1921,2026,5
1922,1807,11
1923,1904,11
1924,2000,6
1925,1945,7
1926,1774,17
1927,1789,14
1928,1640,15
1929,1584,13
1930,1498,13
1931,1363,8
1932,1434,16
1933,1242,11
1934,1252,11
1935,1169,8
1936,1163,9
1937,1086,7
1938,1134,8
1939,1044,5
1940,1039,9
1941,951,9
1942,969,9
1943,1022,0
1944,923,0
1945,882,0
1946,943,5
1947,1041,6
1948,1023,6
1949,924,5
1950,896,0
1951,1029,6
1952,927,6
1953,918,6
1954,905,0
1955,909,0
1956,993,0
1957,954,8
1958,860,6
1959,896,6
1960,925,10
1961,867,5
1962,841,0
1963,852,0
1964,882,0
1965,724,0
1966,663,0
1967,596,7
1968,548,6
1969,520,5
1970,535,0
1971,478,0
1972,456,0
1973,386,0
1974,392,0
1975,406,6
1976,400,5
1977,296,0
1978,295,7
1979,294,0
1980,301,0
1981,284,0
1982,273,0
1983,238,0
1984,234,5
1985,232,0
1986,196,0
1987,210,0
1988,215,0
1989,195,0
1990,192,0
1991,194,0
1992,197,0
1993,167,0
1994,161,0
1995,166,0
1996,173,0
1997,170,0
1998,147,0
1999,165,0
2000,127,0
2001,164,0
2002,163,0
2003,168,0
2004,165,0
2005,154,0
2006,138,0
2007,99,0
2008,91,0
2009,102,0
2010,80,0
2011,87,0
2012,93,0
2013,78,0
2014,88,0
2015,101,0
2016,110,0
2017,99,0
2018,75,0
2019,101,0
