year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,5,0
1899,8,0
1900,8,0
1901,6,0
1902,6,0
1903,8,0
1904,14,0
1905,5,0
1906,12,0
1907,11,0
1908,18,0
1909,20,0
1910,33,0
1911,35,0
1912,52,0
1913,72,0
1914,75,0
1915,99,0
1916,103,0
1917,93,0
1918,80,0
1919,87,0
1920,80,0
1921,72,0
1922,111,0
1923,115,0
1924,123,0
1925,122,0
1926,117,0
1927,159,0
1928,616,0
1929,796,0
1930,742,0
1931,857,0
1932,1439,0
1933,1603,6
1934,1873,10
1935,2196,5
1936,2146,6
1937,3175,15
1938,3826,10
1939,4339,18
1940,5173,27
1941,6426,25
1942,9552,31
1943,11326,33
1944,10710,33
1945,12224,33
1946,15834,40
1947,17776,36
1948,16608,36
1949,17250,28
1950,17635,27
1951,19840,32
1952,21063,40
1953,21345,28
1954,22055,43
1955,23296,54
1956,22511,44
1957,22088,53
1958,20816,62
1959,19973,51
1960,17904,39
1961,16201,36
1962,14822,30
1963,13195,50
1964,12866,40
1965,10363,30
1966,8750,24
1967,7816,31
1968,6586,25
1969,5942,20
1970,5185,24
1971,4206,20
1972,3095,8
1973,2602,17
1974,2228,11
1975,1908,7
1976,1689,14
1977,1646,10
1978,1433,11
1979,1330,0
1980,1287,7
1981,1271,11
1982,1349,6
1983,1377,11
1984,1198,8
1985,1169,5
1986,1013,15
1987,894,8
1988,818,8
1989,803,9
1990,730,8
1991,711,5
1992,611,5
1993,543,7
1994,450,0
1995,440,0
1996,391,0
1997,373,0
1998,358,0
1999,306,0
2000,325,0
2001,260,0
2002,282,0
2003,252,0
2004,270,0
2005,241,0
2006,209,0
2007,226,0
2008,201,0
2009,133,0
2010,140,0
2011,127,0
2012,121,0
2013,109,0
2014,122,0
2015,92,0
2016,101,0
2017,87,0
2018,71,0
2019,72,0
