year,Boys,Girls
1880,6,20
1881,6,32
1882,12,23
1883,6,22
1884,8,27
1885,8,28
1886,13,26
1887,9,39
1888,11,35
1889,7,24
1890,5,19
1891,7,18
1892,9,43
1893,15,29
1894,6,23
1895,12,32
1896,8,24
1897,6,25
1898,10,30
1899,8,28
1900,10,35
1901,17,16
1902,0,26
1903,13,25
1904,14,21
1905,9,36
1906,19,38
1907,15,34
1908,12,36
1909,17,35
1910,16,35
1911,15,40
1912,24,64
1913,21,57
1914,29,66
1915,41,120
1916,37,88
1917,35,111
1918,51,112
1919,33,125
1920,41,97
1921,40,120
1922,36,123
1923,33,117
1924,47,115
1925,41,125
1926,41,99
1927,38,102
1928,41,83
1929,43,109
1930,45,88
1931,35,95
1932,60,100
1933,62,99
1934,67,111
1935,66,104
1936,69,100
1937,120,96
1938,153,118
1939,159,99
1940,175,99
1941,199,94
1942,237,86
1943,206,95
1944,242,92
1945,255,65
1946,283,104
1947,356,120
1948,293,106
1949,301,106
1950,322,86
1951,342,104
1952,393,108
1953,413,118
1954,423,98
1955,461,99
1956,468,87
1957,478,96
1958,518,85
1959,508,76
1960,512,102
1961,623,81
1962,609,83
1963,578,92
1964,567,72
1965,475,76
1966,405,50
1967,371,46
1968,315,41
1969,374,40
1970,313,47
1971,264,57
1972,192,34
1973,165,40
1974,136,37
1975,122,32
1976,116,32
1977,107,35
1978,85,38
1979,85,28
1980,93,30
1981,83,27
1982,60,27
1983,47,23
1984,59,26
1985,31,19
1986,49,25
1987,30,11
1988,24,15
1989,33,14
1990,17,16
1991,25,17
1992,20,11
1993,19,14
1994,26,15
1995,17,12
1996,16,17
1997,12,12
1998,6,6
1999,0,10
2000,7,13
2001,10,9
2002,6,10
2003,0,10
2004,0,6
2005,0,13
2006,5,12
2007,0,8
2008,0,7
2009,0,0
2010,5,5
2011,0,7
2012,7,12
2013,0,13
2014,0,6
2015,0,6
2016,0,5
2017,0,0
2018,0,6
2019,0,9
