year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,5,0
1897,0,0
1898,0,0
1899,6,0
1900,0,0
1901,9,0
1902,8,0
1903,8,0
1904,11,0
1905,6,0
1906,6,0
1907,12,0
1908,14,0
1909,18,0
1910,19,0
1911,20,0
1912,30,0
1913,50,0
1914,81,0
1915,89,0
1916,131,0
1917,170,0
1918,181,0
1919,229,0
1920,274,0
1921,384,0
1922,423,0
1923,493,0
1924,638,0
1925,742,0
1926,875,0
1927,1109,5
1928,1186,7
1929,1301,0
1930,1544,9
1931,1822,11
1932,2019,7
1933,2408,10
1934,2605,17
1935,2702,7
1936,2963,6
1937,3285,16
1938,3320,14
1939,3287,12
1940,3120,15
1941,3346,19
1942,3515,18
1943,3774,12
1944,3532,13
1945,3626,18
1946,4662,14
1947,5255,14
1948,4693,8
1949,4797,9
1950,4832,11
1951,5029,6
1952,5429,8
1953,5588,10
1954,5514,10
1955,5641,10
1956,6915,19
1957,7783,14
1958,8274,29
1959,6872,21
1960,6100,17
1961,5726,17
1962,5106,15
1963,5156,12
1964,5169,20
1965,4359,21
1966,3728,14
1967,3069,15
1968,2658,13
1969,2459,6
1970,2176,11
1971,1824,7
1972,1416,9
1973,1163,6
1974,1019,0
1975,905,10
1976,828,5
1977,773,0
1978,718,0
1979,667,0
1980,653,0
1981,639,0
1982,583,0
1983,527,0
1984,459,0
1985,471,0
1986,451,0
1987,442,0
1988,480,0
1989,479,7
1990,506,0
1991,468,0
1992,378,0
1993,370,0
1994,345,0
1995,272,0
1996,283,0
1997,249,0
1998,256,0
1999,224,0
2000,273,0
2001,265,0
2002,251,0
2003,203,0
2004,236,0
2005,225,0
2006,244,0
2007,223,0
2008,236,0
2009,213,0
2010,208,0
2011,195,0
2012,216,0
2013,187,0
2014,171,0
2015,159,0
2016,144,0
2017,145,0
2018,134,0
2019,122,0
