year,Boys,Girls
1880,0,6
1881,0,0
1882,0,5
1883,0,0
1884,0,0
1885,0,7
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,6
1891,0,0
1892,7,0
1893,0,0
1894,8,5
1895,0,0
1896,0,0
1897,0,5
1898,0,0
1899,0,0
1900,9,0
1901,5,0
1902,0,6
1903,0,5
1904,0,5
1905,0,0
1906,0,6
1907,0,0
1908,5,7
1909,9,5
1910,0,10
1911,7,7
1912,0,16
1913,5,14
1914,11,16
1915,7,29
1916,6,22
1917,10,20
1918,7,34
1919,13,47
1920,12,31
1921,6,43
1922,16,28
1923,19,35
1924,7,28
1925,10,26
1926,7,42
1927,5,35
1928,7,27
1929,15,59
1930,9,60
1931,10,42
1932,6,45
1933,7,43
1934,8,38
1935,13,31
1936,12,28
1937,8,28
1938,7,25
1939,5,35
1940,9,31
1941,10,34
1942,9,47
1943,9,42
1944,6,38
1945,12,34
1946,11,41
1947,6,29
1948,5,41
1949,9,34
1950,9,47
1951,10,51
1952,6,51
1953,6,38
1954,0,48
1955,5,62
1956,0,45
1957,9,50
1958,6,40
1959,9,58
1960,0,57
1961,5,58
1962,0,52
1963,7,49
1964,0,43
1965,0,45
1966,0,37
1967,6,44
1968,0,48
1969,7,44
1970,0,42
1971,6,36
1972,7,34
1973,0,18
1974,0,26
1975,5,26
1976,5,35
1977,0,30
1978,5,36
1979,0,27
1980,0,31
1981,5,20
1982,7,17
1983,0,26
1984,6,19
1985,7,21
1986,5,21
1987,13,26
1988,0,25
1989,0,20
1990,9,23
1991,0,19
1992,0,11
1993,6,18
1994,0,15
1995,9,8
1996,0,19
1997,0,14
1998,0,14
1999,6,15
2000,8,15
2001,5,8
2002,7,9
2003,8,13
2004,10,11
2005,5,11
2006,6,8
2007,12,6
2008,9,11
2009,10,14
2010,10,11
2011,14,0
2012,9,0
2013,17,8
2014,14,7
2015,17,6
2016,17,6
2017,27,6
2018,21,5
2019,21,5
