year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,5
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,5
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,8
1911,0,7
1912,0,9
1913,0,9
1914,0,9
1915,0,10
1916,0,18
1917,0,9
1918,0,13
1919,0,20
1920,0,14
1921,0,17
1922,0,13
1923,0,17
1924,0,29
1925,0,14
1926,0,25
1927,0,20
1928,0,21
1929,0,27
1930,0,15
1931,0,17
1932,0,19
1933,0,24
1934,0,20
1935,0,24
1936,0,16
1937,0,19
1938,0,20
1939,0,14
1940,0,14
1941,0,23
1942,0,29
1943,0,22
1944,0,22
1945,0,15
1946,0,19
1947,0,29
1948,0,20
1949,0,31
1950,0,31
1951,0,21
1952,0,19
1953,0,30
1954,0,32
1955,0,33
1956,0,26
1957,0,43
1958,0,62
1959,0,52
1960,0,45
1961,0,57
1962,0,54
1963,0,59
1964,0,65
1965,0,67
1966,0,79
1967,0,68
1968,0,57
1969,0,84
1970,0,104
1971,0,103
1972,0,103
1973,0,107
1974,0,135
1975,0,146
1976,0,116
1977,0,154
1978,0,135
1979,0,144
1980,0,193
1981,0,211
1982,0,260
1983,0,275
1984,0,317
1985,0,342
1986,0,420
1987,5,525
1988,5,596
1989,0,756
1990,6,826
1991,5,876
1992,6,890
1993,10,912
1994,9,1258
1995,7,1298
1996,6,1379
1997,0,1784
1998,5,1807
1999,9,2416
2000,0,2684
2001,10,2832
2002,8,3977
2003,13,5118
2004,19,5875
2005,10,6939
2006,20,8402
2007,20,8216
2008,7,6571
2009,8,5414
2010,0,4718
2011,7,3823
2012,0,3336
2013,0,2919
2014,5,3171
2015,9,3235
2016,7,3197
2017,7,3098
2018,6,2882
2019,5,2973
