year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,6
1913,0,8
1914,0,7
1915,0,7
1916,0,0
1917,0,10
1918,0,7
1919,0,0
1920,0,8
1921,0,8
1922,0,14
1923,0,9
1924,0,10
1925,0,14
1926,0,8
1927,0,7
1928,0,7
1929,0,6
1930,0,11
1931,0,11
1932,0,17
1933,0,13
1934,0,9
1935,0,9
1936,0,10
1937,0,13
1938,0,17
1939,0,16
1940,0,17
1941,0,17
1942,0,15
1943,0,26
1944,0,14
1945,0,29
1946,0,18
1947,0,24
1948,0,32
1949,0,40
1950,0,37
1951,0,38
1952,0,57
1953,0,53
1954,0,67
1955,0,88
1956,0,88
1957,0,87
1958,0,81
1959,0,103
1960,0,132
1961,0,143
1962,0,163
1963,0,170
1964,0,183
1965,0,162
1966,0,171
1967,0,173
1968,5,286
1969,9,282
1970,8,339
1971,9,370
1972,14,624
1973,18,658
1974,22,829
1975,21,891
1976,12,995
1977,15,1054
1978,7,849
1979,16,678
1980,10,585
1981,5,517
1982,0,584
1983,8,542
1984,8,539
1985,0,508
1986,7,514
1987,0,537
1988,6,620
1989,0,777
1990,8,781
1991,6,964
1992,6,1087
1993,6,1133
1994,9,1349
1995,7,1350
1996,5,1408
1997,6,1507
1998,9,1567
1999,0,1540
2000,0,1720
2001,0,1963
2002,5,2345
2003,0,2453
2004,8,2527
2005,5,2629
2006,6,2975
2007,0,2988
2008,0,3076
2009,5,3348
2010,7,3363
2011,8,3010
2012,0,3857
2013,10,3969
2014,6,3879
2015,0,3482
2016,0,3340
2017,6,3337
2018,7,3545
2019,0,3437
