year,F,M
1880,0,44
1881,0,27
1882,0,46
1883,0,43
1884,0,46
1885,0,42
1886,0,30
1887,0,28
1888,0,45
1889,0,32
1890,0,28
1891,0,37
1892,0,43
1893,0,31
1894,0,30
1895,0,33
1896,0,46
1897,0,42
1898,0,48
1899,0,49
1900,0,44
1901,0,38
1902,0,51
1903,0,50
1904,0,59
1905,0,72
1906,0,89
1907,0,88
1908,0,92
1909,0,91
1910,0,122
1911,0,140
1912,0,325
1913,0,369
1914,0,472
1915,0,630
1916,8,743
1917,0,775
1918,0,833
1919,5,848
1920,0,982
1921,5,972
1922,0,976
1923,5,997
1924,7,988
1925,10,898
1926,9,916
1927,9,963
1928,6,1023
1929,7,961
1930,0,1015
1931,7,932
1932,0,1038
1933,0,921
1934,0,893
1935,0,861
1936,0,882
1937,6,909
1938,5,874
1939,5,843
1940,0,813
1941,0,756
1942,0,797
1943,0,787
1944,0,745
1945,5,641
1946,0,677
1947,0,723
1948,0,694
1949,0,608
1950,0,570
1951,0,607
1952,0,641
1953,0,616
1954,0,605
1955,0,654
1956,7,616
1957,0,567
1958,0,566
1959,5,557
1960,0,491
1961,0,477
1962,0,497
1963,6,437
1964,0,398
1965,0,374
1966,0,365
1967,0,322
1968,5,282
1969,0,267
1970,0,255
1971,0,250
1972,0,218
1973,0,234
1974,0,200
1975,0,167
1976,0,150
1977,0,171
1978,0,139
1979,0,150
1980,0,137
1981,0,131
1982,0,107
1983,0,135
1984,0,106
1985,0,114
1986,0,110
1987,0,85
1988,0,85
1989,0,72
1990,0,92
1991,0,83
1992,0,68
1993,0,61
1994,0,67
1995,0,67
1996,0,40
1997,0,42
1998,0,35
1999,0,38
2000,0,32
2001,0,30
2002,0,38
2003,0,32
2004,0,34
2005,0,37
2006,0,29
2007,0,38
2008,0,24
2009,0,22
2010,0,23
2011,0,16
2012,0,18
2013,0,20
2014,0,20
2015,0,22
2016,0,21
2017,0,21
2018,0,18
2019,0,19
