year,Boys,Girls
1880,0,0
1881,0,6
1882,0,5
1883,0,7
1884,0,0
1885,0,6
1886,0,0
1887,0,7
1888,0,0
1889,0,14
1890,0,12
1891,0,9
1892,0,11
1893,0,15
1894,0,18
1895,0,15
1896,0,15
1897,0,23
1898,0,17
1899,0,31
1900,0,25
1901,0,29
1902,0,19
1903,0,34
1904,0,28
1905,0,31
1906,0,44
1907,0,62
1908,0,62
1909,0,91
1910,0,93
1911,0,119
1912,0,275
1913,0,325
1914,0,424
1915,0,521
1916,0,567
1917,0,508
1918,0,594
1919,0,489
1920,0,564
1921,0,575
1922,0,548
1923,0,580
1924,0,579
1925,0,538
1926,0,465
1927,0,501
1928,0,474
1929,5,465
1930,0,422
1931,0,391
1932,0,366
1933,0,308
1934,0,254
1935,0,271
1936,0,237
1937,0,250
1938,0,235
1939,0,230
1940,0,236
1941,0,273
1942,0,320
1943,0,282
1944,0,257
1945,0,235
1946,0,242
1947,0,289
1948,0,266
1949,0,256
1950,0,256
1951,0,313
1952,0,329
1953,0,324
1954,0,315
1955,0,332
1956,0,335
1957,0,313
1958,0,337
1959,0,328
1960,0,346
1961,0,314
1962,0,298
1963,0,337
1964,0,314
1965,6,307
1966,0,316
1967,0,257
1968,0,282
1969,0,336
1970,0,301
1971,0,254
1972,0,276
1973,0,266
1974,0,253
1975,0,292
1976,8,274
1977,0,319
1978,8,320
1979,0,320
1980,0,321
1981,0,325
1982,8,343
1983,7,312
1984,8,376
1985,7,422
1986,16,419
1987,8,423
1988,9,481
1989,8,551
1990,11,589
1991,6,643
1992,8,821
1993,5,905
1994,15,884
1995,13,883
1996,13,933
1997,7,1096
1998,11,1096
1999,7,1134
2000,6,1190
2001,6,1110
2002,9,1556
2003,8,1779
2004,10,1605
2005,16,1689
2006,0,1733
2007,7,1631
2008,5,1541
2009,0,1439
2010,0,1325
2011,0,1295
2012,6,1364
2013,0,1285
2014,0,1127
2015,0,1110
2016,0,1029
2017,0,901
2018,0,778
2019,0,705
