year,Girls,Boys
1880,10,0
1881,7,0
1882,8,0
1883,10,0
1884,15,0
1885,13,0
1886,13,0
1887,16,0
1888,6,0
1889,20,0
1890,13,0
1891,16,0
1892,20,0
1893,24,0
1894,23,0
1895,23,0
1896,30,0
1897,18,0
1898,27,0
1899,31,0
1900,29,0
1901,23,0
1902,36,0
1903,26,0
1904,36,0
1905,31,0
1906,38,0
1907,35,0
1908,55,0
1909,44,0
1910,55,0
1911,56,0
1912,86,0
1913,101,0
1914,152,0
1915,157,0
1916,159,0
1917,149,0
1918,209,0
1919,213,0
1920,232,0
1921,242,0
1922,267,0
1923,284,0
1924,276,0
1925,304,0
1926,320,5
1927,351,0
1928,407,0
1929,539,0
1930,564,0
1931,538,0
1932,661,0
1933,729,0
1934,860,0
1935,804,5
1936,834,0
1937,1334,0
1938,1466,0
1939,1712,7
1940,2194,14
1941,2543,14
1942,3857,14
1943,4337,16
1944,4311,9
1945,6047,16
1946,7544,18
1947,7621,14
1948,7705,25
1949,7536,15
1950,7445,18
1951,7396,10
1952,7393,18
1953,7440,21
1954,7627,12
1955,7844,18
1956,7851,9
1957,9431,26
1958,9162,16
1959,8637,21
1960,8328,18
1961,8194,22
1962,7843,30
1963,7309,17
1964,7069,17
1965,5927,16
1966,5506,10
1967,5339,20
1968,4993,18
1969,4528,17
1970,4376,16
1971,4211,18
1972,3547,14
1973,3520,13
1974,3512,20
1975,2914,17
1976,2758,14
1977,2845,16
1978,2885,19
1979,2780,12
1980,2616,15
1981,3969,23
1982,4426,33
1983,4038,30
1984,3964,42
1985,3686,35
1986,3668,33
1987,3353,36
1988,3488,28
1989,3685,46
1990,3545,29
1991,3342,32
1992,3250,27
1993,3389,33
1994,3366,38
1995,3165,15
1996,2950,6
1997,3583,11
1998,3853,9
1999,3328,12
2000,3166,9
2001,3197,0
2002,2905,11
2003,3149,15
2004,3554,13
2005,3156,6
2006,2840,0
2007,3181,5
2008,2444,9
2009,1943,0
2010,1621,0
2011,1544,0
2012,1284,0
2013,1176,0
2014,1092,0
2015,1090,0
2016,1180,0
2017,1365,0
2018,1608,0
2019,1429,0
