year,F,M
1880,20,0
1881,14,0
1882,18,5
1883,17,0
1884,11,0
1885,21,0
1886,14,0
1887,16,7
1888,24,0
1889,24,6
1890,35,0
1891,19,0
1892,37,7
1893,23,5
1894,27,7
1895,41,6
1896,24,11
1897,40,6
1898,32,0
1899,31,8
1900,54,7
1901,40,7
1902,29,0
1903,36,9
1904,36,8
1905,44,9
1906,22,5
1907,37,6
1908,48,10
1909,39,9
1910,49,11
1911,47,10
1912,58,16
1913,61,31
1914,76,26
1915,91,42
1916,67,35
1917,96,40
1918,96,33
1919,85,57
1920,93,44
1921,91,33
1922,96,54
1923,103,50
1924,112,53
1925,107,66
1926,115,66
1927,92,91
1928,91,123
1929,103,142
1930,106,175
1931,113,237
1932,108,303
1933,103,325
1934,116,403
1935,126,425
1936,144,505
1937,152,620
1938,129,595
1939,116,640
1940,115,675
1941,147,786
1942,129,837
1943,154,920
1944,129,983
1945,118,991
1946,131,1275
1947,122,1419
1948,138,1482
1949,122,1619
1950,94,1722
1951,103,1733
1952,107,1806
1953,113,1789
1954,105,1773
1955,92,1671
1956,100,1723
1957,80,1715
1958,96,1599
1959,70,1633
1960,74,1569
1961,92,1376
1962,60,1303
1963,57,1154
1964,50,1108
1965,40,971
1966,54,870
1967,45,837
1968,31,874
1969,37,830
1970,42,914
1971,29,890
1972,29,861
1973,40,787
1974,26,760
1975,26,738
1976,25,703
1977,24,641
1978,14,594
1979,18,580
1980,18,551
1981,22,478
1982,16,440
1983,11,425
1984,6,382
1985,16,338
1986,6,313
1987,10,329
1988,8,297
1989,9,272
1990,9,338
1991,5,269
1992,6,258
1993,11,240
1994,12,197
1995,10,180
1996,6,179
1997,0,183
1998,9,185
1999,8,165
2000,0,160
2001,5,144
2002,0,142
2003,0,153
2004,8,131
2005,0,129
2006,7,134
2007,0,144
2008,0,131
2009,0,122
2010,0,130
2011,5,104
2012,0,116
2013,0,108
2014,5,127
2015,0,119
2016,0,113
2017,5,100
2018,0,78
2019,0,81
