year,F,M
1880,0,32
1881,0,36
1882,0,41
1883,0,48
1884,0,48
1885,0,49
1886,0,50
1887,0,40
1888,0,47
1889,0,49
1890,8,63
1891,5,43
1892,0,52
1893,0,68
1894,0,53
1895,0,55
1896,5,57
1897,0,53
1898,7,69
1899,6,45
1900,7,79
1901,0,66
1902,0,62
1903,0,59
1904,6,65
1905,0,78
1906,6,102
1907,8,92
1908,7,88
1909,11,102
1910,5,129
1911,7,152
1912,7,294
1913,6,360
1914,13,449
1915,13,579
1916,19,625
1917,13,652
1918,13,724
1919,20,686
1920,20,693
1921,15,765
1922,13,773
1923,15,674
1924,11,727
1925,23,716
1926,24,703
1927,22,621
1928,19,633
1929,19,593
1930,17,590
1931,8,502
1932,12,560
1933,6,454
1934,6,474
1935,7,497
1936,12,448
1937,11,449
1938,7,425
1939,8,457
1940,7,511
1941,11,501
1942,6,530
1943,11,554
1944,12,456
1945,15,463
1946,7,524
1947,11,552
1948,7,533
1949,10,533
1950,12,505
1951,8,492
1952,8,522
1953,8,520
1954,9,495
1955,9,470
1956,6,449
1957,9,457
1958,10,459
1959,8,461
1960,8,492
1961,16,525
1962,11,477
1963,12,472
1964,12,507
1965,9,461
1966,10,453
1967,13,452
1968,16,472
1969,19,525
1970,12,637
1971,8,645
1972,15,623
1973,19,717
1974,17,650
1975,14,746
1976,18,735
1977,20,745
1978,19,644
1979,15,663
1980,30,752
1981,37,869
1982,51,993
1983,38,933
1984,40,938
1985,48,1528
1986,53,1543
1987,57,1490
1988,61,1672
1989,62,2211
1990,69,2698
1991,54,2690
1992,61,2544
1993,60,2487
1994,49,2502
1995,58,2702
1996,68,2855
1997,81,2910
1998,84,3053
1999,78,3217
2000,104,4589
2001,84,4943
2002,74,5223
2003,64,5410
2004,69,5672
2005,78,6115
2006,69,6793
2007,68,6778
2008,63,7465
2009,46,7383
2010,54,7583
2011,35,7622
2012,38,7383
2013,41,7512
2014,31,7675
2015,26,8051
2016,45,8378
2017,22,8435
2018,34,8339
2019,31,8401
