year,F,M
1880,141,0
1881,149,0
1882,169,0
1883,148,0
1884,198,0
1885,211,0
1886,212,0
1887,192,0
1888,257,0
1889,207,0
1890,242,0
1891,218,0
1892,263,0
1893,233,0
1894,241,0
1895,234,0
1896,227,5
1897,209,0
1898,219,0
1899,243,0
1900,266,0
1901,205,0
1902,221,0
1903,210,0
1904,206,0
1905,217,0
1906,193,0
1907,191,0
1908,207,0
1909,202,0
1910,251,0
1911,193,0
1912,269,0
1913,257,5
1914,344,0
1915,379,0
1916,363,7
1917,403,0
1918,430,0
1919,481,7
1920,436,7
1921,420,11
1922,448,8
1923,413,0
1924,426,8
1925,409,12
1926,406,6
1927,409,7
1928,364,0
1929,364,5
1930,355,15
1931,338,0
1932,291,9
1933,334,0
1934,379,0
1935,376,0
1936,330,5
1937,353,6
1938,373,6
1939,334,7
1940,337,6
1941,345,0
1942,362,8
1943,331,0
1944,352,5
1945,335,0
1946,332,5
1947,360,6
1948,351,0
1949,269,0
1950,247,0
1951,233,0
1952,196,0
1953,203,0
1954,228,0
1955,222,11
1956,280,0
1957,275,0
1958,268,5
1959,276,0
1960,304,5
1961,254,0
1962,232,0
1963,223,5
1964,204,0
1965,180,0
1966,163,0
1967,140,0
1968,184,0
1969,177,0
1970,170,8
1971,227,5
1972,214,5
1973,192,5
1974,211,0
1975,196,0
1976,215,6
1977,232,10
1978,215,5
1979,251,0
1980,269,11
1981,261,6
1982,274,7
1983,298,12
1984,249,11
1985,220,0
1986,204,14
1987,202,17
1988,248,6
1989,321,11
1990,363,8
1991,349,7
1992,365,11
1993,401,10
1994,574,11
1995,725,5
1996,820,7
1997,752,5
1998,800,8
1999,889,5
2000,970,9
2001,1101,9
2002,1109,0
2003,1018,8
2004,975,16
2005,1017,0
2006,1124,5
2007,1129,7
2008,1133,0
2009,1056,0
2010,1251,0
2011,1245,0
2012,1277,10
2013,1220,0
2014,1286,5
2015,1292,7
2016,1360,5
2017,1533,0
2018,1572,0
2019,1846,7
