year,F,M
1880,9,24
1881,27,45
1882,24,59
1883,22,48
1884,33,46
1885,31,71
1886,48,67
1887,32,59
1888,57,82
1889,40,71
1890,44,90
1891,58,79
1892,66,107
1893,68,95
1894,80,124
1895,103,120
1896,89,116
1897,91,125
1898,86,153
1899,94,151
1900,164,313
1901,110,162
1902,154,221
1903,141,237
1904,175,267
1905,181,297
1906,199,255
1907,227,307
1908,188,321
1909,275,401
1910,299,502
1911,256,455
1912,365,709
1913,440,717
1914,494,929
1915,545,1168
1916,676,1306
1917,695,1403
1918,890,1521
1919,832,1716
1920,854,1727
1921,909,1624
1922,902,1646
1923,946,1653
1924,1072,1741
1925,1127,1744
1926,1073,1731
1927,1066,1796
1928,1127,1869
1929,989,1763
1930,912,1784
1931,967,1593
1932,964,1600
1933,879,1462
1934,932,1504
1935,904,1511
1936,937,1491
1937,880,1477
1938,851,1453
1939,838,1457
1940,860,1445
1941,989,1515
1942,1067,1558
1943,1081,1654
1944,1092,1619
1945,935,1600
1946,924,1725
1947,995,1797
1948,886,1779
1949,920,1729
1950,835,1588
1951,823,1625
1952,680,1520
1953,721,1405
1954,604,1442
1955,595,1404
1956,569,1318
1957,512,1293
1958,412,1271
1959,434,1176
1960,405,1130
1961,340,1054
1962,321,1022
1963,284,1015
1964,259,927
1965,238,891
1966,213,851
1967,205,743
1968,207,738
1969,192,776
1970,184,765
1971,186,783
1972,144,691
1973,115,629
1974,130,564
1975,108,524
1976,87,527
1977,110,516
1978,88,465
1979,77,455
1980,82,446
1981,81,472
1982,56,456
1983,63,366
1984,53,327
1985,54,329
1986,49,331
1987,43,336
1988,51,292
1989,49,347
1990,53,328
1991,37,293
1992,52,269
1993,63,264
1994,47,216
1995,52,259
1996,50,202
1997,49,197
1998,52,163
1999,36,180
2000,30,161
2001,20,160
2002,22,148
2003,21,142
2004,21,138
2005,30,147
2006,18,132
2007,19,151
2008,25,139
2009,24,119
2010,19,105
2011,29,133
2012,23,107
2013,28,115
2014,37,117
2015,31,108
2016,38,95
2017,43,95
2018,33,100
2019,19,71
