year,F,M
1880,0,11
1881,0,5
1882,0,9
1883,0,0
1884,0,6
1885,0,6
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,5
1891,0,0
1892,0,0
1893,0,0
1894,0,5
1895,0,0
1896,0,0
1897,0,5
1898,0,0
1899,0,0
1900,0,0
1901,0,8
1902,0,5
1903,0,7
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,5
1911,0,6
1912,0,11
1913,0,22
1914,0,22
1915,0,26
1916,0,25
1917,0,28
1918,0,24
1919,0,27
1920,0,26
1921,0,28
1922,0,28
1923,0,25
1924,0,22
1925,0,17
1926,0,17
1927,0,16
1928,0,15
1929,0,13
1930,0,14
1931,0,11
1932,0,12
1933,0,12
1934,0,11
1935,0,8
1936,0,13
1937,0,10
1938,0,11
1939,0,11
1940,0,8
1941,0,8
1942,0,10
1943,0,8
1944,0,12
1945,0,21
1946,0,9
1947,0,14
1948,0,6
1949,0,10
1950,0,6
1951,0,13
1952,0,9
1953,0,7
1954,0,9
1955,0,5
1956,0,11
1957,0,6
1958,0,13
1959,0,5
1960,0,0
1961,0,12
1962,0,0
1963,0,11
1964,0,9
1965,0,13
1966,0,8
1967,0,6
1968,0,0
1969,0,7
1970,0,5
1971,0,11
1972,0,19
1973,0,18
1974,0,35
1975,5,30
1976,0,39
1977,0,36
1978,0,39
1979,0,37
1980,0,52
1981,0,41
1982,0,46
1983,0,54
1984,0,30
1985,0,42
1986,0,23
1987,0,41
1988,0,29
1989,0,38
1990,0,42
1991,0,60
1992,0,87
1993,8,109
1994,39,162
1995,43,218
1996,39,248
1997,18,236
1998,19,231
1999,24,257
2000,35,255
2001,30,261
2002,39,297
2003,32,225
2004,36,257
2005,39,276
2006,25,293
2007,20,300
2008,31,277
2009,32,289
2010,25,250
2011,22,251
2012,23,290
2013,30,270
2014,21,278
2015,25,262
2016,20,234
2017,24,202
2018,23,212
2019,18,190
