year,Girls,Boys
1880,0,0
1881,0,0
1882,0,6
1883,0,5
1884,0,5
1885,0,6
1886,0,6
1887,0,0
1888,0,0
1889,0,7
1890,0,6
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,5
1896,0,0
1897,0,8
1898,0,5
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,5
1905,0,0
1906,0,0
1907,0,0
1908,0,7
1909,0,6
1910,0,9
1911,0,6
1912,0,0
1913,0,13
1914,0,10
1915,0,26
1916,0,19
1917,0,22
1918,0,15
1919,0,23
1920,0,20
1921,0,21
1922,0,22
1923,0,28
1924,0,24
1925,0,19
1926,0,17
1927,0,19
1928,0,22
1929,0,14
1930,0,17
1931,0,19
1932,0,11
1933,0,19
1934,0,20
1935,0,8
1936,0,16
1937,0,12
1938,0,18
1939,0,16
1940,0,19
1941,0,12
1942,0,16
1943,0,14
1944,0,16
1945,0,16
1946,0,12
1947,0,12
1948,0,15
1949,0,25
1950,0,22
1951,0,18
1952,0,19
1953,0,18
1954,0,13
1955,0,15
1956,0,10
1957,0,10
1958,0,9
1959,0,6
1960,0,15
1961,0,11
1962,0,10
1963,0,13
1964,0,5
1965,0,7
1966,0,13
1967,0,5
1968,0,6
1969,0,9
1970,0,10
1971,0,8
1972,0,9
1973,0,9
1974,0,8
1975,0,10
1976,0,14
1977,0,9
1978,0,6
1979,0,6
1980,0,11
1981,0,9
1982,0,13
1983,0,12
1984,0,0
1985,0,8
1986,0,0
1987,0,0
1988,0,6
1989,0,0
1990,0,11
1991,0,6
1992,0,7
1993,0,5
1994,0,7
1995,0,5
1996,0,0
1997,0,0
1998,0,5
1999,0,0
2000,0,0
2001,0,5
2002,0,5
2003,0,0
2004,0,6
2005,0,0
2006,0,0
2007,0,0
2008,0,5
2009,0,0
2010,0,0
2011,0,7
2012,0,0
2013,0,0
2014,0,0
2015,0,0
2016,0,0
2017,0,5
2018,0,0
2019,0,0
