year,F,M
1880,0,20
1881,0,13
1882,0,16
1883,0,14
1884,0,15
1885,0,21
1886,0,23
1887,0,31
1888,0,21
1889,0,20
1890,0,23
1891,0,31
1892,0,33
1893,0,21
1894,0,29
1895,0,35
1896,5,38
1897,5,31
1898,0,39
1899,0,36
1900,0,72
1901,0,48
1902,0,70
1903,0,59
1904,0,77
1905,0,83
1906,6,84
1907,8,97
1908,5,107
1909,7,117
1910,11,167
1911,10,147
1912,7,217
1913,15,263
1914,19,331
1915,29,417
1916,20,458
1917,27,531
1918,34,644
1919,36,660
1920,35,767
1921,47,824
1922,40,863
1923,43,976
1924,45,1046
1925,43,1167
1926,45,1289
1927,45,1350
1928,70,1529
1929,46,1532
1930,54,1822
1931,43,1715
1932,43,2013
1933,47,2052
1934,30,2336
1935,39,2532
1936,49,2731
1937,36,2826
1938,40,3197
1939,35,3371
1940,59,4000
1941,49,3983
1942,53,4587
1943,54,5380
1944,51,5661
1945,51,5702
1946,52,6604
1947,56,7442
1948,43,6862
1949,75,6969
1950,64,6580
1951,61,6696
1952,67,6775
1953,68,6714
1954,60,6612
1955,55,6616
1956,62,6640
1957,52,6496
1958,62,6331
1959,79,6302
1960,75,6179
1961,72,5904
1962,64,5779
1963,54,5422
1964,56,5064
1965,43,4684
1966,44,4363
1967,55,4170
1968,36,4054
1969,51,4217
1970,47,4441
1971,46,3939
1972,36,3566
1973,46,3266
1974,38,3167
1975,33,2969
1976,35,2875
1977,41,2802
1978,38,2561
1979,36,2449
1980,22,2640
1981,31,2555
1982,25,2489
1983,22,2363
1984,22,2270
1985,23,2208
1986,26,2205
1987,28,2202
1988,21,2266
1989,13,2296
1990,17,2480
1991,14,2246
1992,21,2095
1993,12,1964
1994,16,1948
1995,16,1687
1996,5,1611
1997,8,1467
1998,8,1486
1999,6,1492
2000,6,1461
2001,6,1536
2002,11,1438
2003,7,1367
2004,10,1315
2005,5,1394
2006,5,1457
2007,6,1506
2008,6,1477
2009,7,1345
2010,7,1293
2011,5,1251
2012,5,1239
2013,7,1327
2014,9,1183
2015,7,1151
2016,11,1035
2017,6,970
2018,13,936
2019,8,831
