year,F,M
1880,0,0
1881,5,0
1882,0,0
1883,9,0
1884,7,0
1885,11,0
1886,14,0
1887,5,0
1888,7,0
1889,11,0
1890,7,0
1891,15,0
1892,13,0
1893,9,0
1894,15,0
1895,11,0
1896,20,0
1897,16,0
1898,17,0
1899,17,0
1900,24,0
1901,19,0
1902,25,0
1903,29,0
1904,26,0
1905,34,0
1906,34,0
1907,33,0
1908,46,0
1909,41,0
1910,40,0
1911,41,6
1912,68,0
1913,89,9
1914,103,5
1915,128,10
1916,152,11
1917,145,7
1918,199,15
1919,227,11
1920,231,25
1921,259,9
1922,302,13
1923,385,14
1924,534,13
1925,635,14
1926,815,12
1927,974,17
1928,1168,21
1929,1593,27
1930,1871,35
1931,2085,34
1932,2388,18
1933,2541,25
1934,3258,32
1935,3295,34
1936,3292,22
1937,3226,29
1938,3172,28
1939,3524,21
1940,3427,23
1941,3756,32
1942,4174,22
1943,4298,31
1944,4226,21
1945,4223,32
1946,5829,18
1947,6727,30
1948,5983,34
1949,5803,30
1950,5677,31
1951,6001,24
1952,7093,34
1953,7512,24
1954,8052,25
1955,7662,33
1956,6957,30
1957,5722,36
1958,5224,20
1959,4055,27
1960,3372,40
1961,2794,22
1962,2448,29
1963,2190,21
1964,2052,23
1965,1851,12
1966,1590,16
1967,1409,13
1968,1324,9
1969,1166,21
1970,1102,27
1971,911,21
1972,721,19
1973,665,16
1974,586,10
1975,521,13
1976,417,13
1977,365,18
1978,323,21
1979,306,18
1980,349,17
1981,340,19
1982,267,19
1983,207,20
1984,210,14
1985,171,21
1986,109,7
1987,133,18
1988,111,5
1989,89,13
1990,85,6
1991,73,9
1992,70,11
1993,60,9
1994,64,5
1995,58,6
1996,44,8
1997,57,5
1998,52,8
1999,45,10
2000,24,14
2001,28,8
2002,29,12
2003,29,11
2004,18,9
2005,17,0
2006,24,7
2007,18,12
2008,17,7
2009,18,0
2010,6,7
2011,14,6
2012,18,11
2013,15,0
2014,18,6
2015,27,0
2016,34,7
2017,40,9
2018,40,6
2019,34,0
