year,F,M
1880,0,84
1881,0,76
1882,0,95
1883,0,74
1884,0,112
1885,0,111
1886,0,85
1887,0,95
1888,0,99
1889,0,80
1890,0,93
1891,5,77
1892,5,106
1893,0,84
1894,0,94
1895,0,104
1896,5,104
1897,6,85
1898,6,110
1899,0,90
1900,0,161
1901,5,127
1902,0,125
1903,0,141
1904,0,144
1905,5,200
1906,0,154
1907,0,170
1908,0,192
1909,5,213
1910,6,249
1911,0,268
1912,0,356
1913,6,432
1914,0,552
1915,7,659
1916,12,686
1917,15,800
1918,9,871
1919,14,1026
1920,11,1241
1921,19,1209
1922,18,1258
1923,15,1325
1924,23,1394
1925,15,1450
1926,30,1473
1927,30,1637
1928,31,1769
1929,19,1692
1930,45,1600
1931,22,1360
1932,18,1315
1933,19,1171
1934,16,1221
1935,19,1168
1936,12,1119
1937,20,1084
1938,13,1159
1939,25,1096
1940,13,1169
1941,20,1194
1942,19,1310
1943,16,1373
1944,20,1513
1945,16,1608
1946,20,1859
1947,28,2090
1948,16,2261
1949,25,2440
1950,21,2637
1951,37,2687
1952,31,2688
1953,28,3014
1954,30,3233
1955,24,3304
1956,36,3398
1957,26,3471
1958,31,3415
1959,24,3575
1960,43,3909
1961,40,3759
1962,35,3828
1963,39,4019
1964,26,3972
1965,42,3966
1966,32,4191
1967,41,4414
1968,43,4793
1969,57,5189
1970,60,5695
1971,58,6005
1972,58,5931
1973,58,6094
1974,67,6721
1975,81,6969
1976,84,7057
1977,76,6917
1978,91,7145
1979,91,7843
1980,88,8319
1981,75,8769
1982,79,8618
1983,73,8075
1984,83,8008
1985,90,8401
1986,91,8364
1987,78,8734
1988,99,9002
1989,83,10328
1990,113,11511
1991,96,11725
1992,95,11819
1993,73,11844
1994,79,11726
1995,73,11777
1996,64,12154
1997,49,11924
1998,45,12373
1999,54,12153
2000,55,12583
2001,56,12139
2002,48,12862
2003,32,12392
2004,46,12181
2005,37,12064
2006,32,11597
2007,25,11250
2008,22,9821
2009,12,8813
2010,19,7699
2011,11,6762
2012,13,6038
2013,6,5623
2014,10,5481
2015,11,5167
2016,11,5113
2017,6,4804
2018,9,4305
2019,5,4108
