year,Girls,Boys
1880,22,0
1881,22,0
1882,22,0
1883,24,0
1884,31,0
1885,19,0
1886,23,0
1887,19,0
1888,26,0
1889,36,0
1890,29,0
1891,31,0
1892,36,0
1893,33,0
1894,35,0
1895,29,0
1896,33,0
1897,43,0
1898,35,0
1899,34,0
1900,43,0
1901,33,0
1902,44,0
1903,39,0
1904,50,0
1905,57,0
1906,48,0
1907,54,0
1908,65,0
1909,56,0
1910,72,0
1911,73,0
1912,86,7
1913,119,5
1914,161,10
1915,173,5
1916,188,0
1917,177,8
1918,202,0
1919,182,9
1920,201,5
1921,199,0
1922,195,0
1923,212,0
1924,197,8
1925,218,0
1926,207,5
1927,199,0
1928,204,0
1929,217,0
1930,248,8
1931,237,6
1932,266,5
1933,287,7
1934,346,0
1935,355,6
1936,452,5
1937,461,0
1938,600,5
1939,710,5
1940,1040,5
1941,1267,12
1942,1566,8
1943,1624,0
1944,1480,0
1945,1511,0
1946,2169,0
1947,2735,0
1948,2794,9
1949,2849,10
1950,3144,6
1951,3688,5
1952,4497,9
1953,5668,9
1954,6277,9
1955,6786,6
1956,8574,20
1957,13634,28
1958,18211,33
1959,16214,27
1960,16078,32
1961,17038,37
1962,17088,29
1963,16302,28
1964,17286,42
1965,16986,46
1966,16329,45
1967,15547,41
1968,15750,35
1969,17738,54
1970,17159,48
1971,15326,49
1972,14069,57
1973,12787,47
1974,11359,57
1975,11144,54
1976,10842,31
1977,10203,50
1978,9797,38
1979,9252,44
1980,8910,42
1981,8565,34
1982,7694,21
1983,6654,24
1984,5940,29
1985,5761,28
1986,5017,19
1987,4742,25
1988,4459,26
1989,3943,22
1990,3656,15
1991,3570,7
1992,3169,13
1993,2736,11
1994,2455,12
1995,2276,0
1996,2139,9
1997,1864,0
1998,1805,0
1999,1758,6
2000,1677,5
2001,1414,0
2002,1469,0
2003,1352,0
2004,1239,7
2005,1181,0
2006,1111,0
2007,1120,0
2008,994,0
2009,919,0
2010,820,0
2011,798,0
2012,818,0
2013,762,0
2014,780,0
2015,693,0
2016,647,0
2017,602,0
2018,516,0
2019,471,0
