year,F,M
1880,0,9
1881,0,6
1882,0,11
1883,0,0
1884,0,13
1885,0,13
1886,0,10
1887,0,0
1888,0,14
1889,0,8
1890,0,8
1891,0,10
1892,0,8
1893,0,9
1894,0,12
1895,0,8
1896,0,11
1897,0,7
1898,0,0
1899,0,10
1900,0,6
1901,0,14
1902,0,10
1903,0,0
1904,0,13
1905,0,9
1906,0,12
1907,0,12
1908,0,7
1909,0,13
1910,0,13
1911,0,19
1912,0,23
1913,0,29
1914,0,41
1915,0,40
1916,0,64
1917,0,40
1918,0,58
1919,0,62
1920,0,58
1921,0,62
1922,0,44
1923,0,43
1924,0,54
1925,0,55
1926,0,44
1927,0,49
1928,0,44
1929,0,44
1930,0,40
1931,0,47
1932,0,24
1933,0,32
1934,0,36
1935,0,29
1936,0,33
1937,0,35
1938,0,29
1939,0,27
1940,0,27
1941,0,27
1942,0,35
1943,0,24
1944,0,28
1945,0,23
1946,0,23
1947,0,28
1948,0,27
1949,0,23
1950,0,29
1951,0,26
1952,0,21
1953,0,24
1954,0,23
1955,0,29
1956,0,17
1957,0,16
1958,0,26
1959,0,13
1960,0,21
1961,0,16
1962,0,12
1963,0,18
1964,0,11
1965,0,14
1966,0,16
1967,0,11
1968,0,11
1969,0,16
1970,0,9
1971,0,11
1972,0,10
1973,0,7
1974,0,11
1975,0,13
1976,0,7
1977,0,12
1978,0,8
1979,0,8
1980,0,14
1981,0,8
1982,0,14
1983,0,17
1984,0,14
1985,0,12
1986,0,10
1987,0,7
1988,0,16
1989,0,7
1990,0,5
1991,0,10
1992,0,12
1993,0,9
1994,0,5
1995,0,19
1996,0,11
1997,0,14
1998,0,18
1999,0,9
2000,0,14
2001,0,17
2002,0,15
2003,0,25
2004,0,27
2005,0,41
2006,0,30
2007,0,31
2008,0,44
2009,0,44
2010,0,50
2011,0,64
2012,0,70
2013,0,88
2014,0,112
2015,7,107
2016,5,114
2017,10,142
2018,7,161
2019,10,170
