year,Boys,Girls
1880,0,8
1881,0,5
1882,0,5
1883,0,10
1884,0,11
1885,0,16
1886,0,0
1887,0,11
1888,0,6
1889,0,7
1890,0,9
1891,0,8
1892,0,8
1893,0,7
1894,0,0
1895,0,7
1896,0,5
1897,0,6
1898,0,8
1899,0,7
1900,0,11
1901,0,0
1902,0,6
1903,0,5
1904,0,5
1905,0,7
1906,0,5
1907,0,10
1908,0,17
1909,0,5
1910,0,6
1911,0,18
1912,0,15
1913,0,18
1914,0,19
1915,0,33
1916,0,32
1917,0,25
1918,0,31
1919,0,25
1920,0,47
1921,0,33
1922,0,44
1923,0,32
1924,0,33
1925,0,33
1926,0,21
1927,0,29
1928,0,30
1929,0,27
1930,0,19
1931,0,17
1932,0,23
1933,0,24
1934,0,36
1935,0,27
1936,0,33
1937,0,24
1938,0,18
1939,0,31
1940,0,29
1941,0,26
1942,0,25
1943,0,31
1944,0,20
1945,0,30
1946,0,26
1947,0,19
1948,0,26
1949,0,17
1950,0,22
1951,0,36
1952,0,38
1953,0,32
1954,0,20
1955,0,43
1956,0,32
1957,0,28
1958,0,24
1959,0,22
1960,0,28
1961,0,21
1962,0,33
1963,0,25
1964,5,31
1965,0,33
1966,0,20
1967,0,30
1968,0,39
1969,0,44
1970,0,70
1971,0,161
1972,0,154
1973,0,130
1974,0,151
1975,0,132
1976,5,185
1977,7,226
1978,0,168
1979,10,391
1980,8,394
1981,7,385
1982,9,288
1983,0,260
1984,7,269
1985,9,268
1986,6,235
1987,0,290
1988,0,243
1989,6,260
1990,7,239
1991,6,246
1992,11,225
1993,10,449
1994,11,1178
1995,12,1370
1996,14,1568
1997,20,1620
1998,17,1465
1999,18,1710
2000,18,1833
2001,15,1982
2002,20,2312
2003,15,2431
2004,19,2296
2005,17,2222
2006,21,2409
2007,26,2509
2008,17,2979
2009,16,2717
2010,23,2773
2011,23,2866
2012,17,2950
2013,18,2899
2014,26,2916
2015,24,2909
2016,26,2772
2017,23,2515
2018,36,2712
2019,21,2666
