year,Girls,Boys
1880,0,20
1881,0,22
1882,0,20
1883,0,13
1884,0,25
1885,0,16
1886,0,21
1887,0,14
1888,0,21
1889,0,18
1890,0,12
1891,0,15
1892,0,16
1893,0,8
1894,0,24
1895,0,23
1896,0,9
1897,0,12
1898,0,18
1899,0,5
1900,0,15
1901,0,10
1902,0,14
1903,0,13
1904,0,11
1905,0,12
1906,0,15
1907,0,9
1908,0,10
1909,0,15
1910,0,24
1911,0,25
1912,0,42
1913,0,44
1914,0,59
1915,0,78
1916,0,83
1917,0,92
1918,0,102
1919,0,81
1920,0,76
1921,0,97
1922,0,96
1923,0,101
1924,0,105
1925,0,110
1926,0,101
1927,0,97
1928,0,87
1929,0,119
1930,0,106
1931,0,83
1932,0,95
1933,0,81
1934,0,91
1935,0,83
1936,0,97
1937,0,81
1938,0,92
1939,0,71
1940,0,93
1941,0,81
1942,0,118
1943,0,138
1944,0,116
1945,0,116
1946,0,117
1947,0,134
1948,0,180
1949,0,218
1950,0,205
1951,0,189
1952,0,218
1953,5,276
1954,0,306
1955,0,399
1956,5,437
1957,0,439
1958,0,594
1959,0,720
1960,0,942
1961,10,1060
1962,0,1300
1963,8,1503
1964,0,2107
1965,0,2890
1966,17,3768
1967,21,5335
1968,29,7154
1969,92,16494
1970,114,27288
1971,155,34188
1972,208,37444
1973,226,46685
1974,266,54772
1975,303,52184
1976,292,52680
1977,313,55653
1978,295,51627
1979,303,50405
1980,306,48169
1981,239,41930
1982,274,40641
1983,245,35120
1984,205,29956
1985,184,26038
1986,163,22402
1987,111,19341
1988,91,15908
1989,43,12611
1990,42,10693
1991,33,9384
1992,22,9243
1993,19,8634
1994,35,8547
1995,29,9001
1996,26,8696
1997,17,8745
1998,22,9395
1999,18,9363
2000,24,9774
2001,22,10164
2002,20,9955
2003,24,9822
2004,33,9063
2005,7,8612
2006,8,8451
2007,11,8119
2008,13,7658
2009,11,6920
2010,10,6274
2011,9,5845
2012,7,5752
2013,7,5507
2014,6,5561
2015,6,5014
2016,7,4873
2017,0,4245
2018,0,3862
2019,10,3555
