year,F,M
1880,215,0
1881,216,0
1882,254,0
1883,247,0
1884,295,0
1885,330,0
1886,306,0
1887,288,0
1888,446,0
1889,374,0
1890,372,0
1891,379,0
1892,396,0
1893,354,0
1894,390,0
1895,394,0
1896,413,0
1897,396,0
1898,406,0
1899,382,0
1900,495,0
1901,325,0
1902,388,0
1903,381,0
1904,395,0
1905,393,0
1906,438,0
1907,526,5
1908,531,5
1909,627,0
1910,709,6
1911,937,0
1912,1390,0
1913,1759,7
1914,2340,0
1915,3264,15
1916,3826,6
1917,4258,13
1918,4731,10
1919,4526,17
1920,5055,9
1921,5187,12
1922,4804,18
1923,4918,11
1924,5104,17
1925,4881,24
1926,4642,22
1927,4696,27
1928,4410,21
1929,4352,20
1930,4575,21
1931,4533,20
1932,4348,18
1933,4377,18
1934,4357,18
1935,4645,18
1936,4720,26
1937,4702,21
1938,4787,26
1939,4770,25
1940,5091,29
1941,5089,25
1942,5708,24
1943,6031,20
1944,6565,19
1945,7640,17
1946,8971,36
1947,9942,18
1948,8780,20
1949,8719,19
1950,8964,20
1951,8942,20
1952,9323,16
1953,8910,21
1954,8344,18
1955,8341,17
1956,8246,10
1957,7782,17
1958,7196,21
1959,6871,16
1960,6585,19
1961,6362,19
1962,6115,12
1963,5765,11
1964,4565,7
1965,3928,16
1966,3213,8
1967,2728,10
1968,2194,8
1969,1879,5
1970,1599,0
1971,1297,6
1972,1161,6
1973,959,5
1974,827,8
1975,782,5
1976,697,5
1977,744,8
1978,699,0
1979,718,5
1980,773,0
1981,762,8
1982,842,5
1983,783,6
1984,725,6
1985,709,9
1986,669,10
1987,668,6
1988,724,7
1989,779,8
1990,772,8
1991,708,9
1992,652,5
1993,688,0
1994,706,0
1995,618,0
1996,639,0
1997,649,0
1998,638,0
1999,618,0
2000,647,0
2001,671,0
2002,696,0
2003,704,5
2004,657,0
2005,651,0
2006,665,0
2007,774,0
2008,826,0
2009,831,0
2010,833,0
2011,867,0
2012,927,0
2013,898,0
2014,1026,0
2015,1111,0
2016,1134,0
2017,1157,0
2018,1127,0
2019,1179,0
