year,F,M
1880,0,52
1881,0,38
1882,0,43
1883,0,36
1884,0,37
1885,0,53
1886,0,50
1887,0,34
1888,0,35
1889,0,48
1890,0,64
1891,0,41
1892,0,45
1893,0,50
1894,0,43
1895,0,58
1896,0,76
1897,0,60
1898,0,50
1899,0,64
1900,0,85
1901,0,68
1902,0,68
1903,0,93
1904,0,102
1905,0,87
1906,0,102
1907,0,99
1908,0,127
1909,0,141
1910,0,196
1911,0,212
1912,7,486
1913,6,554
1914,8,737
1915,9,907
1916,7,985
1917,13,1073
1918,9,1146
1919,15,1109
1920,12,1285
1921,8,1408
1922,11,1423
1923,13,1487
1924,19,1575
1925,11,1563
1926,15,1614
1927,16,1685
1928,12,1751
1929,14,1662
1930,13,1770
1931,11,1749
1932,11,1668
1933,17,1693
1934,10,1773
1935,12,2010
1936,9,1966
1937,14,1978
1938,9,2209
1939,7,2152
1940,11,2178
1941,8,2155
1942,15,2339
1943,12,2307
1944,9,1953
1945,7,1840
1946,12,2285
1947,11,2689
1948,18,2591
1949,7,2769
1950,7,2829
1951,13,2989
1952,20,3046
1953,18,3082
1954,16,3109
1955,23,3084
1956,16,3063
1957,21,3001
1958,20,2810
1959,21,2687
1960,27,2673
1961,16,2633
1962,24,2767
1963,24,2664
1964,11,2317
1965,11,2143
1966,12,1945
1967,13,1796
1968,17,1686
1969,16,1670
1970,21,1723
1971,14,1707
1972,12,1549
1973,17,1449
1974,16,1416
1975,11,1438
1976,21,1412
1977,16,1363
1978,11,1371
1979,15,1360
1980,11,1385
1981,20,1364
1982,14,1309
1983,13,1234
1984,12,1180
1985,12,1211
1986,10,1165
1987,11,1181
1988,12,1126
1989,7,1034
1990,0,1018
1991,6,915
1992,0,900
1993,5,801
1994,0,728
1995,0,643
1996,0,599
1997,0,534
1998,0,578
1999,0,513
2000,0,461
2001,0,470
2002,0,472
2003,0,411
2004,0,414
2005,0,429
2006,0,429
2007,0,417
2008,0,400
2009,0,358
2010,0,306
2011,0,306
2012,0,336
2013,0,294
2014,0,286
2015,0,268
2016,0,270
2017,0,255
2018,0,250
2019,0,239
