year,Girls,Boys
1880,12,0
1881,11,0
1882,12,0
1883,12,0
1884,18,0
1885,13,0
1886,22,0
1887,17,0
1888,19,0
1889,24,0
1890,30,0
1891,37,0
1892,28,0
1893,45,0
1894,43,0
1895,51,0
1896,49,0
1897,67,0
1898,58,0
1899,72,0
1900,76,0
1901,63,0
1902,77,0
1903,87,0
1904,109,0
1905,122,0
1906,119,0
1907,156,0
1908,154,0
1909,202,0
1910,220,0
1911,266,0
1912,347,0
1913,449,0
1914,612,0
1915,828,0
1916,1050,0
1917,1212,0
1918,1846,0
1919,1817,0
1920,2279,0
1921,2590,10
1922,2917,5
1923,3040,6
1924,3150,5
1925,3225,8
1926,3063,8
1927,3158,9
1928,2879,8
1929,2818,12
1930,2720,9
1931,2524,8
1932,2130,7
1933,1824,6
1934,1763,11
1935,1662,5
1936,1534,7
1937,1496,0
1938,1552,5
1939,1551,8
1940,1927,13
1941,2060,12
1942,2287,0
1943,2423,9
1944,2495,10
1945,2860,8
1946,4045,7
1947,4364,7
1948,3788,8
1949,3865,12
1950,3736,5
1951,3769,9
1952,3827,7
1953,3854,6
1954,3768,7
1955,3733,0
1956,3908,11
1957,3948,8
1958,3607,5
1959,3515,7
1960,3508,6
1961,3326,8
1962,3014,13
1963,2804,5
1964,2467,12
1965,2148,0
1966,1865,6
1967,1611,6
1968,1425,0
1969,1378,0
1970,1582,7
1971,1270,0
1972,944,5
1973,845,0
1974,825,0
1975,702,0
1976,557,5
1977,554,0
1978,487,0
1979,432,0
1980,419,0
1981,431,0
1982,412,0
1983,325,0
1984,300,0
1985,289,0
1986,232,0
1987,217,0
1988,211,0
1989,206,0
1990,195,0
1991,176,0
1992,122,0
1993,106,0
1994,108,0
1995,102,0
1996,100,0
1997,105,0
1998,95,0
1999,66,0
2000,76,0
2001,57,0
2002,72,0
2003,59,0
2004,68,0
2005,53,0
2006,48,0
2007,42,0
2008,47,0
2009,45,0
2010,40,0
2011,39,0
2012,42,0
2013,35,0
2014,34,0
2015,40,0
2016,36,0
2017,37,0
2018,47,0
2019,41,0
