year,Girls,Boys
1880,0,0
1881,0,9
1882,0,9
1883,0,0
1884,0,6
1885,0,9
1886,5,7
1887,5,7
1888,7,11
1889,5,7
1890,7,9
1891,12,10
1892,7,5
1893,0,13
1894,9,6
1895,8,14
1896,5,0
1897,9,9
1898,8,0
1899,7,7
1900,8,14
1901,10,5
1902,13,9
1903,10,0
1904,11,6
1905,16,5
1906,6,5
1907,11,5
1908,13,9
1909,12,0
1910,16,11
1911,10,10
1912,36,15
1913,31,19
1914,22,23
1915,42,32
1916,45,29
1917,53,20
1918,50,31
1919,54,15
1920,40,26
1921,35,31
1922,27,35
1923,33,26
1924,36,24
1925,36,35
1926,33,28
1927,28,32
1928,30,17
1929,19,25
1930,26,26
1931,26,16
1932,17,19
1933,27,21
1934,21,15
1935,11,19
1936,15,17
1937,15,18
1938,21,19
1939,27,17
1940,27,10
1941,17,19
1942,27,15
1943,22,15
1944,29,18
1945,20,13
1946,23,17
1947,22,14
1948,21,17
1949,22,14
1950,14,13
1951,18,12
1952,22,13
1953,23,19
1954,19,21
1955,27,17
1956,18,14
1957,25,11
1958,26,12
1959,20,6
1960,26,10
1961,21,15
1962,13,9
1963,22,7
1964,15,6
1965,11,7
1966,10,11
1967,11,0
1968,15,0
1969,7,7
1970,7,8
1971,11,12
1972,5,10
1973,6,8
1974,8,9
1975,14,6
1976,9,7
1977,7,7
1978,5,7
1979,12,9
1980,0,0
1981,0,8
1982,0,9
1983,6,5
1984,5,7
1985,0,6
1986,5,7
1987,12,0
1988,6,0
1989,6,0
1990,5,0
1991,0,5
1992,7,0
1993,0,0
1994,0,0
1995,8,6
1996,8,0
1997,6,0
1998,7,0
1999,9,0
2000,0,0
2001,9,0
2002,11,0
2003,9,0
2004,9,0
2005,7,0
2006,7,6
2007,12,0
2008,9,5
2009,8,5
2010,0,0
2011,8,7
2012,8,0
2013,6,0
2014,10,0
2015,8,0
2016,0,0
2017,6,5
2018,5,7
2019,6,0
