year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,5,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,5,0
1894,0,0
1895,11,0
1896,5,0
1897,0,0
1898,10,0
1899,0,0
1900,8,0
1901,0,0
1902,0,0
1903,11,0
1904,7,0
1905,10,0
1906,0,0
1907,5,0
1908,9,0
1909,0,0
1910,10,0
1911,8,0
1912,10,0
1913,15,0
1914,15,5
1915,20,0
1916,24,0
1917,23,0
1918,27,5
1919,18,0
1920,21,6
1921,26,0
1922,23,0
1923,25,0
1924,15,0
1925,22,0
1926,20,0
1927,20,0
1928,13,0
1929,9,0
1930,17,6
1931,11,0
1932,7,5
1933,9,0
1934,8,0
1935,14,0
1936,17,0
1937,5,0
1938,13,0
1939,16,0
1940,5,0
1941,7,0
1942,6,0
1943,9,0
1944,6,5
1945,9,0
1946,14,0
1947,11,0
1948,13,0
1949,8,0
1950,10,0
1951,8,0
1952,13,0
1953,15,0
1954,6,0
1955,13,0
1956,14,0
1957,11,0
1958,12,0
1959,8,0
1960,13,0
1961,14,0
1962,7,7
1963,0,0
1964,10,5
1965,12,0
1966,0,5
1967,0,0
1968,6,0
1969,10,7
1970,7,0
1971,6,0
1972,7,0
1973,5,0
1974,5,7
1975,11,8
1976,11,7
1977,7,0
1978,8,6
1979,9,15
1980,11,11
1981,5,11
1982,6,7
1983,11,14
1984,12,23
1985,7,15
1986,9,9
1987,10,21
1988,0,18
1989,6,20
1990,0,19
1991,0,26
1992,6,35
1993,7,32
1994,5,24
1995,6,30
1996,10,25
1997,11,33
1998,11,30
1999,0,29
2000,6,31
2001,11,34
2002,9,38
2003,12,34
2004,13,37
2005,9,41
2006,14,51
2007,11,52
2008,17,40
2009,25,34
2010,9,41
2011,17,40
2012,24,39
2013,14,29
2014,23,42
2015,24,41
2016,17,39
2017,14,39
2018,21,42
2019,19,36
