year,Girls,Boys
1880,0,0
1881,0,0
1882,0,7
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,5
1888,0,0
1889,0,7
1890,0,5
1891,0,0
1892,0,8
1893,0,5
1894,0,6
1895,0,0
1896,0,0
1897,0,5
1898,0,7
1899,0,0
1900,0,0
1901,0,6
1902,0,0
1903,0,0
1904,0,0
1905,0,11
1906,0,8
1907,0,10
1908,0,7
1909,0,6
1910,0,13
1911,0,9
1912,0,13
1913,0,18
1914,0,25
1915,0,36
1916,0,29
1917,0,25
1918,0,37
1919,0,40
1920,0,45
1921,0,43
1922,0,52
1923,0,50
1924,0,71
1925,0,71
1926,0,90
1927,0,91
1928,0,97
1929,0,97
1930,0,90
1931,0,74
1932,0,68
1933,0,66
1934,0,65
1935,0,76
1936,0,44
1937,0,60
1938,0,61
1939,0,71
1940,0,68
1941,0,73
1942,0,71
1943,0,75
1944,0,64
1945,0,62
1946,0,64
1947,0,83
1948,0,100
1949,0,102
1950,0,87
1951,0,81
1952,0,73
1953,0,83
1954,0,88
1955,0,88
1956,0,98
1957,0,96
1958,0,103
1959,0,111
1960,0,121
1961,0,106
1962,0,100
1963,0,120
1964,0,112
1965,0,125
1966,0,128
1967,0,122
1968,0,121
1969,0,118
1970,0,127
1971,0,153
1972,0,134
1973,0,117
1974,0,141
1975,0,132
1976,0,135
1977,0,127
1978,0,117
1979,0,148
1980,0,166
1981,0,178
1982,0,138
1983,0,143
1984,0,142
1985,0,143
1986,5,172
1987,5,166
1988,0,196
1989,0,209
1990,0,244
1991,0,231
1992,0,235
1993,0,257
1994,0,309
1995,0,260
1996,0,260
1997,0,280
1998,0,305
1999,0,366
2000,0,386
2001,0,380
2002,0,387
2003,0,505
2004,0,426
2005,0,483
2006,0,419
2007,0,375
2008,0,312
2009,0,238
2010,0,187
2011,0,180
2012,0,157
2013,0,147
2014,0,138
2015,0,155
2016,0,132
2017,0,101
2018,0,109
2019,0,123
