year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,6
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,5
1903,0,0
1904,0,5
1905,0,5
1906,0,0
1907,0,0
1908,0,7
1909,0,0
1910,0,0
1911,0,0
1912,0,5
1913,0,6
1914,5,18
1915,7,17
1916,7,10
1917,5,16
1918,11,17
1919,14,26
1920,17,23
1921,7,32
1922,9,24
1923,12,25
1924,22,17
1925,17,24
1926,13,30
1927,10,16
1928,13,17
1929,6,21
1930,11,17
1931,9,16
1932,9,21
1933,15,29
1934,17,21
1935,7,16
1936,11,23
1937,15,23
1938,14,17
1939,12,30
1940,17,18
1941,22,18
1942,17,23
1943,10,14
1944,11,21
1945,11,22
1946,14,19
1947,17,22
1948,17,29
1949,10,25
1950,20,19
1951,17,26
1952,16,26
1953,23,22
1954,17,17
1955,23,20
1956,17,26
1957,8,12
1958,10,17
1959,7,14
1960,17,21
1961,6,15
1962,0,9
1963,12,12
1964,0,10
1965,5,8
1966,5,10
1967,7,10
1968,0,6
1969,6,10
1970,7,9
1971,0,14
1972,0,6
1973,0,8
1974,6,17
1975,0,5
1976,0,7
1977,7,5
1978,0,9
1979,0,7
1980,7,11
1981,0,5
1982,5,7
1983,0,10
1984,0,12
1985,0,6
1986,0,11
1987,0,11
1988,0,5
1989,0,10
1990,0,0
1991,6,5
1992,5,9
1993,0,0
1994,0,6
1995,0,0
1996,0,6
1997,0,7
1998,0,0
1999,0,5
2000,0,0
2001,0,8
2002,0,5
2003,0,6
2004,0,8
2005,0,7
2006,0,12
2007,0,14
2008,0,12
2009,0,15
2010,0,12
2011,0,5
2012,0,15
2013,0,12
2014,0,15
2015,0,9
2016,0,14
2017,0,17
2018,0,9
2019,0,19
