year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,7,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,5,0
1892,0,0
1893,5,0
1894,7,0
1895,5,0
1896,0,0
1897,0,0
1898,0,0
1899,5,0
1900,0,0
1901,7,0
1902,0,0
1903,0,0
1904,6,0
1905,5,0
1906,0,0
1907,5,0
1908,0,0
1909,0,0
1910,5,0
1911,5,0
1912,8,0
1913,0,0
1914,7,0
1915,10,0
1916,14,0
1917,11,0
1918,14,0
1919,12,0
1920,13,0
1921,11,0
1922,13,0
1923,5,0
1924,12,0
1925,11,0
1926,7,0
1927,9,0
1928,9,0
1929,12,0
1930,11,0
1931,10,0
1932,6,0
1933,5,0
1934,0,0
1935,5,0
1936,0,0
1937,5,0
1938,7,0
1939,5,0
1940,5,0
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,5,0
1946,0,0
1947,0,0
1948,0,0
1949,5,0
1950,0,0
1951,0,0
1952,0,0
1953,0,0
1954,0,0
1955,0,0
1956,5,0
1957,0,0
1958,0,0
1959,0,0
1960,0,0
1961,0,0
1962,0,0
1963,0,0
1964,0,0
1965,0,0
1966,0,0
1967,0,0
1968,6,0
1969,0,0
1970,5,0
1971,6,0
1972,13,0
1973,11,0
1974,12,0
1975,9,0
1976,7,0
1977,12,0
1978,10,0
1979,11,0
1980,19,0
1981,7,0
1982,0,0
1983,13,0
1984,11,0
1985,6,0
1986,12,0
1987,5,0
1988,9,0
1989,6,0
1990,13,0
1991,7,0
1992,17,0
1993,11,0
1994,13,0
1995,7,0
1996,14,0
1997,17,0
1998,13,0
1999,16,0
2000,15,0
2001,13,0
2002,11,0
2003,16,0
2004,11,0
2005,22,0
2006,15,0
2007,14,0
2008,16,0
2009,12,0
2010,11,0
2011,10,0
2012,17,0
2013,18,0
2014,16,0
2015,13,0
2016,16,0
2017,19,0
2018,19,0
2019,25,0
