year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,5,0
1895,0,0
1896,12,0
1897,0,0
1898,7,0
1899,0,0
1900,7,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,5,0
1908,0,0
1909,0,0
1910,6,0
1911,5,0
1912,8,0
1913,13,0
1914,7,0
1915,18,0
1916,11,0
1917,15,0
1918,13,0
1919,22,0
1920,16,0
1921,24,0
1922,24,0
1923,13,0
1924,13,0
1925,21,0
1926,14,0
1927,15,0
1928,24,0
1929,16,0
1930,9,0
1931,14,0
1932,16,0
1933,13,0
1934,9,0
1935,12,0
1936,10,0
1937,0,0
1938,7,0
1939,8,0
1940,10,0
1941,7,0
1942,6,0
1943,13,0
1944,6,0
1945,8,0
1946,6,0
1947,10,0
1948,9,0
1949,0,0
1950,12,0
1951,6,0
1952,7,0
1953,8,0
1954,11,0
1955,14,0
1956,6,0
1957,9,0
1958,10,0
1959,10,0
1960,12,0
1961,0,0
1962,14,0
1963,16,0
1964,15,0
1965,17,0
1966,9,0
1967,16,0
1968,25,0
1969,25,0
1970,19,0
1971,28,0
1972,19,0
1973,32,0
1974,38,0
1975,29,0
1976,35,0
1977,38,0
1978,41,0
1979,33,0
1980,44,0
1981,36,0
1982,54,0
1983,53,0
1984,67,0
1985,55,0
1986,67,0
1987,115,0
1988,93,0
1989,80,0
1990,105,0
1991,101,0
1992,87,0
1993,100,0
1994,104,0
1995,84,0
1996,67,0
1997,98,0
1998,87,0
1999,92,0
2000,101,0
2001,112,0
2002,141,0
2003,184,0
2004,167,0
2005,140,0
2006,149,0
2007,155,0
2008,113,0
2009,83,0
2010,87,0
2011,63,0
2012,63,0
2013,83,0
2014,67,0
2015,72,0
2016,86,0
2017,60,0
2018,59,0
2019,67,0
