year,Girls,Boys
1880,0,0
1881,0,0
1882,5,0
1883,5,0
1884,0,0
1885,6,5
1886,7,0
1887,7,0
1888,10,0
1889,5,0
1890,5,0
1891,0,0
1892,11,0
1893,11,0
1894,6,0
1895,11,0
1896,11,0
1897,8,0
1898,15,0
1899,16,0
1900,16,0
1901,11,0
1902,15,0
1903,8,0
1904,6,0
1905,14,0
1906,13,0
1907,17,0
1908,19,0
1909,14,0
1910,13,0
1911,16,0
1912,21,0
1913,17,0
1914,34,8
1915,44,5
1916,45,0
1917,36,9
1918,51,9
1919,46,6
1920,47,0
1921,46,11
1922,50,0
1923,34,0
1924,42,5
1925,35,5
1926,40,0
1927,34,5
1928,24,5
1929,39,0
1930,29,0
1931,25,5
1932,25,0
1933,25,0
1934,17,0
1935,16,0
1936,16,0
1937,22,6
1938,23,5
1939,14,0
1940,15,0
1941,10,0
1942,17,5
1943,7,0
1944,10,0
1945,10,0
1946,15,0
1947,8,0
1948,16,0
1949,11,5
1950,9,0
1951,15,0
1952,12,0
1953,9,0
1954,11,0
1955,7,0
1956,7,0
1957,0,0
1958,5,0
1959,0,0
1960,9,0
1961,7,0
1962,0,0
1963,5,0
1964,5,0
1965,7,0
1966,0,0
1967,5,0
1968,0,0
1969,6,0
1970,5,0
1971,0,0
1972,0,0
1973,0,0
1974,0,0
1975,0,0
1976,0,0
1977,0,0
1978,0,0
1979,0,0
1980,0,0
1981,0,0
1982,0,0
1983,0,0
1984,0,0
1985,0,0
1986,0,0
1987,0,0
1988,0,0
1989,0,0
1990,0,0
1991,0,0
1992,0,0
1993,0,0
1994,0,0
1995,0,0
1996,0,0
1997,0,0
1998,0,0
1999,0,0
2000,0,0
2001,0,0
2002,0,0
2003,0,0
2004,0,0
2005,0,0
2006,0,0
2007,0,0
2008,0,0
2009,0,0
2010,0,0
2011,0,0
2012,0,0
2013,0,0
2014,0,0
2015,0,0
2016,0,0
2017,0,0
2018,0,0
2019,0,0
