year,F,M
1880,1258,6
1881,1326,5
1882,1492,8
1883,1589,8
1884,1739,0
1885,1703,9
1886,1765,5
1887,1844,13
1888,2188,11
1889,2123,14
1890,2220,6
1891,2096,5
1892,2348,7
1893,2251,10
1894,2393,10
1895,2390,15
1896,2358,6
1897,2307,5
1898,2470,14
1899,2289,11
1900,3324,19
1901,2396,17
1902,2664,11
1903,2551,13
1904,2631,12
1905,2793,19
1906,2774,11
1907,2891,15
1908,2820,12
1909,2904,17
1910,3519,25
1911,3298,10
1912,4083,20
1913,4267,25
1914,4800,23
1915,5936,30
1916,6105,34
1917,6404,29
1918,6742,39
1919,7146,33
1920,7269,38
1921,7209,41
1922,7476,37
1923,7095,30
1924,7349,41
1925,7351,43
1926,6876,42
1927,6562,60
1928,6327,55
1929,5955,47
1930,5755,50
1931,5089,49
1932,5384,52
1933,5124,38
1934,5016,48
1935,4852,50
1936,4528,36
1937,4480,47
1938,4563,31
1939,4151,31
1940,4218,33
1941,4077,33
1942,4291,39
1943,4069,22
1944,3739,18
1945,3741,26
1946,3650,20
1947,3760,18
1948,3717,21
1949,3454,13
1950,3331,13
1951,3061,18
1952,2838,22
1953,2564,15
1954,2409,6
1955,2220,13
1956,2114,9
1957,1830,11
1958,1723,14
1959,1587,19
1960,1478,8
1961,1299,7
1962,1297,11
1963,1120,0
1964,1033,0
1965,818,5
1966,735,6
1967,690,0
1968,611,0
1969,571,0
1970,499,0
1971,489,0
1972,438,0
1973,465,5
1974,464,0
1975,485,0
1976,464,0
1977,541,0
1978,662,0
1979,908,0
1980,1002,0
1981,973,6
1982,1015,6
1983,804,0
1984,794,8
1985,830,5
1986,719,0
1987,659,8
1988,722,5
1989,742,5
1990,821,0
1991,736,6
1992,730,0
1993,762,0
1994,802,0
1995,927,0
1996,997,0
1997,925,0
1998,918,0
1999,985,0
2000,1041,0
2001,980,0
2002,974,0
2003,921,0
2004,813,0
2005,836,0
2006,809,0
2007,783,0
2008,822,0
2009,857,0
2010,811,0
2011,824,0
2012,834,0
2013,902,0
2014,1055,0
2015,1004,0
2016,1127,0
2017,1090,0
2018,1084,0
2019,1098,0
