year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,8
1907,0,0
1908,0,0
1909,0,12
1910,0,19
1911,0,18
1912,0,33
1913,0,54
1914,0,104
1915,0,96
1916,0,98
1917,0,120
1918,0,186
1919,0,183
1920,0,162
1921,0,237
1922,0,187
1923,0,199
1924,0,193
1925,0,219
1926,0,203
1927,0,223
1928,0,240
1929,0,231
1930,0,267
1931,0,220
1932,0,208
1933,0,176
1934,0,186
1935,5,156
1936,0,167
1937,0,181
1938,0,200
1939,0,194
1940,0,193
1941,0,212
1942,0,255
1943,0,242
1944,0,248
1945,0,279
1946,0,364
1947,0,431
1948,0,407
1949,0,474
1950,0,486
1951,5,491
1952,5,529
1953,5,572
1954,0,569
1955,6,605
1956,0,645
1957,6,655
1958,0,595
1959,0,607
1960,8,610
1961,5,599
1962,5,632
1963,5,636
1964,0,627
1965,0,601
1966,5,643
1967,0,623
1968,5,643
1969,9,702
1970,0,731
1971,8,790
1972,5,773
1973,12,766
1974,5,872
1975,13,926
1976,11,961
1977,12,916
1978,9,893
1979,10,976
1980,12,1090
1981,10,1125
1982,8,987
1983,8,978
1984,12,952
1985,7,1018
1986,8,1061
1987,12,1051
1988,11,994
1989,9,1166
1990,12,1287
1991,11,1337
1992,17,1273
1993,14,1340
1994,13,1292
1995,9,1424
1996,5,1368
1997,0,1512
1998,5,1426
1999,8,1414
2000,0,1443
2001,0,1475
2002,0,1393
2003,0,1278
2004,6,1386
2005,0,1310
2006,0,1304
2007,6,1244
2008,5,1137
2009,0,1084
2010,0,958
2011,0,880
2012,0,821
2013,0,758
2014,0,775
2015,0,750
2016,0,682
2017,0,607
2018,0,610
2019,0,548
