year,F,M
1880,23,0
1881,18,0
1882,16,0
1883,11,0
1884,20,0
1885,19,0
1886,19,0
1887,22,0
1888,16,0
1889,16,0
1890,18,0
1891,15,0
1892,21,0
1893,30,0
1894,18,0
1895,17,0
1896,23,0
1897,19,0
1898,26,0
1899,21,0
1900,18,0
1901,25,0
1902,21,0
1903,15,0
1904,26,0
1905,26,0
1906,23,0
1907,32,0
1908,22,0
1909,26,0
1910,25,0
1911,25,0
1912,32,0
1913,36,0
1914,67,0
1915,73,0
1916,63,0
1917,66,0
1918,85,0
1919,66,0
1920,71,0
1921,67,0
1922,74,0
1923,59,0
1924,67,0
1925,54,0
1926,45,0
1927,36,0
1928,34,0
1929,31,0
1930,21,0
1931,24,0
1932,25,0
1933,18,0
1934,20,0
1935,17,0
1936,26,0
1937,14,0
1938,6,0
1939,9,0
1940,13,0
1941,10,0
1942,11,0
1943,13,0
1944,8,0
1945,8,0
1946,10,0
1947,5,0
1948,8,0
1949,15,0
1950,6,0
1951,9,0
1952,5,0
1953,15,0
1954,0,0
1955,9,0
1956,13,0
1957,10,0
1958,5,0
1959,11,0
1960,10,0
1961,8,0
1962,9,0
1963,9,0
1964,14,0
1965,8,0
1966,8,0
1967,9,0
1968,5,0
1969,6,0
1970,0,0
1971,5,0
1972,0,0
1973,5,0
1974,0,0
1975,8,0
1976,0,0
1977,0,0
1978,0,0
1979,6,0
1980,0,0
1981,6,0
1982,5,0
1983,0,0
1984,8,0
1985,6,0
1986,8,0
1987,7,0
1988,10,0
1989,7,0
1990,7,0
1991,9,0
1992,10,0
1993,11,0
1994,14,0
1995,11,0
1996,18,0
1997,16,0
1998,16,0
1999,28,0
2000,38,0
2001,37,0
2002,34,0
2003,32,0
2004,51,0
2005,57,0
2006,72,0
2007,89,0
2008,98,0
2009,105,0
2010,135,0
2011,131,0
2012,139,0
2013,152,0
2014,165,0
2015,902,0
2016,1879,0
2017,1675,0
2018,1365,0
2019,1159,0
