year,Boys,Girls
1880,13,0
1881,18,0
1882,21,0
1883,29,0
1884,32,0
1885,18,0
1886,27,0
1887,36,0
1888,41,0
1889,44,0
1890,49,0
1891,41,0
1892,54,0
1893,46,0
1894,58,0
1895,54,0
1896,38,0
1897,42,0
1898,53,0
1899,44,0
1900,65,0
1901,46,0
1902,40,0
1903,55,0
1904,50,0
1905,53,0
1906,62,0
1907,55,0
1908,58,0
1909,49,0
1910,79,0
1911,86,0
1912,98,0
1913,112,0
1914,156,0
1915,171,0
1916,186,0
1917,180,0
1918,174,0
1919,159,0
1920,184,0
1921,177,0
1922,160,0
1923,173,0
1924,157,0
1925,164,0
1926,164,0
1927,141,6
1928,135,5
1929,135,0
1930,142,0
1931,136,0
1932,145,0
1933,119,0
1934,129,0
1935,109,0
1936,113,0
1937,114,0
1938,83,0
1939,90,0
1940,77,0
1941,90,0
1942,132,0
1943,109,0
1944,91,0
1945,80,0
1946,131,0
1947,199,0
1948,197,0
1949,240,0
1950,299,0
1951,384,0
1952,388,0
1953,462,0
1954,540,0
1955,508,0
1956,509,0
1957,432,0
1958,379,0
1959,336,0
1960,327,0
1961,262,0
1962,263,0
1963,274,0
1964,267,0
1965,227,0
1966,199,0
1967,176,0
1968,177,0
1969,171,0
1970,177,0
1971,160,0
1972,153,0
1973,109,0
1974,130,0
1975,125,0
1976,97,0
1977,104,0
1978,131,0
1979,134,0
1980,113,0
1981,122,0
1982,110,0
1983,106,0
1984,146,0
1985,134,0
1986,167,0
1987,176,0
1988,167,0
1989,173,0
1990,197,0
1991,236,0
1992,240,0
1993,284,0
1994,276,0
1995,279,0
1996,285,0
1997,362,0
1998,830,0
1999,1215,0
2000,1796,0
2001,2539,5
2002,3751,0
2003,6280,9
2004,8644,35
2005,13605,29
2006,16940,24
2007,18052,12
2008,17041,16
2009,15873,23
2010,15435,17
2011,15506,17
2012,15540,20
2013,15255,17
2014,15708,15
2015,16383,19
2016,16321,11
2017,15983,13
2018,14975,10
2019,14440,0
