year,F,M
1880,5,1599
1881,0,1575
1882,5,1686
1883,5,1591
1884,7,1690
1885,10,1516
1886,8,1656
1887,9,1489
1888,8,1710
1889,9,1668
1890,8,1610
1891,7,1514
1892,9,1768
1893,10,1635
1894,6,1712
1895,8,1666
1896,10,1821
1897,6,1647
1898,7,1619
1899,11,1357
1900,17,1853
1901,7,1329
1902,6,1486
1903,5,1435
1904,9,1495
1905,14,1505
1906,8,1486
1907,13,1553
1908,11,1601
1909,6,1665
1910,14,1942
1911,13,2376
1912,22,4685
1913,16,5422
1914,25,6641
1915,38,8564
1916,37,8921
1917,47,9282
1918,65,10105
1919,57,9540
1920,64,10236
1921,52,10527
1922,55,10115
1923,57,9923
1924,56,10172
1925,78,9986
1926,78,9466
1927,82,9340
1928,94,8879
1929,90,8474
1930,80,8280
1931,68,7525
1932,57,6917
1933,47,6524
1934,52,6442
1935,43,6548
1936,54,6265
1937,58,6315
1938,43,6524
1939,42,6380
1940,39,6508
1941,35,6738
1942,37,8028
1943,42,7782
1944,46,7256
1945,32,6800
1946,33,7536
1947,30,8252
1948,27,7583
1949,40,7477
1950,25,7160
1951,28,7414
1952,34,7233
1953,33,6996
1954,37,6862
1955,34,6573
1956,34,6277
1957,34,6062
1958,25,5665
1959,28,5466
1960,30,5193
1961,25,4812
1962,33,4440
1963,29,4274
1964,36,4150
1965,34,3776
1966,12,3484
1967,29,3311
1968,37,3041
1969,23,3137
1970,30,2980
1971,21,2816
1972,26,2397
1973,22,2207
1974,19,2076
1975,22,2022
1976,19,1904
1977,9,1970
1978,18,1875
1979,17,1864
1980,18,1819
1981,16,1803
1982,18,1795
1983,22,1746
1984,15,1699
1985,17,1713
1986,16,1571
1987,15,1557
1988,13,1553
1989,8,1534
1990,8,1541
1991,12,1475
1992,7,1412
1993,5,1240
1994,6,1160
1995,0,1112
1996,0,1008
1997,0,973
1998,0,982
1999,0,874
2000,0,914
2001,0,881
2002,0,844
2003,0,795
2004,0,792
2005,0,830
2006,0,792
2007,0,818
2008,0,862
2009,0,811
2010,0,728
2011,0,892
2012,0,865
2013,0,1027
2014,0,1150
2015,0,1245
2016,5,1342
2017,0,1511
2018,0,1648
2019,0,2173
