year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,5,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,6,0
1903,0,0
1904,5,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,6,0
1911,9,0
1912,0,0
1913,5,0
1914,13,0
1915,19,0
1916,13,0
1917,15,0
1918,11,0
1919,12,0
1920,13,0
1921,18,0
1922,16,0
1923,22,0
1924,20,0
1925,20,0
1926,16,0
1927,15,0
1928,16,0
1929,11,0
1930,16,0
1931,21,0
1932,9,0
1933,6,0
1934,23,0
1935,17,0
1936,25,0
1937,17,0
1938,17,0
1939,16,0
1940,23,0
1941,21,0
1942,21,0
1943,24,0
1944,21,0
1945,23,0
1946,21,0
1947,35,0
1948,45,0
1949,33,0
1950,37,0
1951,44,0
1952,47,0
1953,49,0
1954,71,0
1955,53,0
1956,77,0
1957,92,0
1958,77,0
1959,104,0
1960,138,0
1961,149,0
1962,150,0
1963,172,0
1964,219,0
1965,241,0
1966,259,0
1967,283,0
1968,363,0
1969,476,0
1970,459,0
1971,464,0
1972,448,0
1973,491,0
1974,513,6
1975,610,5
1976,677,5
1977,792,5
1978,810,6
1979,933,8
1980,1098,16
1981,1045,12
1982,1176,20
1983,1053,15
1984,967,10
1985,1120,17
1986,1247,16
1987,1210,15
1988,1448,20
1989,2258,32
1990,2150,18
1991,2241,23
1992,2203,14
1993,2077,10
1994,2167,21
1995,2066,10
1996,2102,7
1997,2551,10
1998,2475,8
1999,2303,6
2000,2681,6
2001,2640,9
2002,2383,9
2003,2839,0
2004,2830,8
2005,2706,5
2006,3095,6
2007,2926,8
2008,2728,0
2009,2571,0
2010,2463,0
2011,2321,0
2012,2150,0
2013,2096,5
2014,1874,8
2015,1730,0
2016,1496,0
2017,1396,0
2018,1348,0
2019,1277,0
