year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,6
1902,0,0
1903,0,0
1904,0,8
1905,0,0
1906,0,0
1907,0,5
1908,0,0
1909,0,7
1910,0,0
1911,0,0
1912,0,12
1913,0,8
1914,0,13
1915,0,16
1916,0,14
1917,0,20
1918,0,16
1919,0,25
1920,0,28
1921,0,21
1922,0,23
1923,0,19
1924,0,22
1925,0,23
1926,0,21
1927,0,14
1928,0,31
1929,0,14
1930,0,17
1931,0,23
1932,0,15
1933,0,14
1934,0,13
1935,0,12
1936,0,11
1937,0,17
1938,0,8
1939,0,13
1940,0,12
1941,0,13
1942,0,14
1943,0,9
1944,0,9
1945,0,9
1946,0,9
1947,0,13
1948,0,9
1949,0,10
1950,0,7
1951,0,13
1952,0,14
1953,0,0
1954,0,5
1955,0,8
1956,0,12
1957,0,10
1958,0,6
1959,0,9
1960,0,7
1961,0,5
1962,0,8
1963,0,0
1964,0,5
1965,0,7
1966,0,6
1967,0,8
1968,0,6
1969,0,6
1970,0,9
1971,0,15
1972,0,5
1973,0,10
1974,0,7
1975,0,0
1976,0,7
1977,0,12
1978,0,10
1979,0,7
1980,0,9
1981,0,10
1982,0,17
1983,0,14
1984,0,11
1985,0,10
1986,0,10
1987,0,9
1988,0,11
1989,0,8
1990,0,6
1991,0,9
1992,0,11
1993,0,0
1994,0,8
1995,0,9
1996,0,0
1997,0,6
1998,0,0
1999,0,7
2000,0,0
2001,0,6
2002,0,9
2003,0,9
2004,0,7
2005,0,0
2006,0,5
2007,0,5
2008,0,6
2009,0,10
2010,0,9
2011,0,6
2012,0,5
2013,0,5
2014,0,0
2015,0,0
2016,0,7
2017,0,0
2018,0,0
2019,0,5
