year,Girls,Boys
1880,277,14
1881,293,14
1882,368,10
1883,359,10
1884,480,0
1885,515,10
1886,603,5
1887,623,10
1888,853,11
1889,819,13
1890,922,11
1891,929,13
1892,1056,12
1893,1055,10
1894,1177,5
1895,1144,16
1896,1243,18
1897,1213,7
1898,1299,10
1899,1146,9
1900,1372,13
1901,1195,13
1902,1229,8
1903,1244,8
1904,1257,7
1905,1333,10
1906,1266,12
1907,1347,10
1908,1474,14
1909,1375,17
1910,1630,9
1911,1611,14
1912,2183,24
1913,2297,37
1914,2648,34
1915,3248,40
1916,3403,47
1917,3407,40
1918,3650,52
1919,3438,47
1920,3584,39
1921,3589,41
1922,3233,33
1923,3070,23
1924,3241,30
1925,2997,32
1926,2989,31
1927,2848,36
1928,2497,27
1929,2387,33
1930,2381,29
1931,2115,37
1932,2045,37
1933,1839,25
1934,1902,22
1935,1678,30
1936,1608,23
1937,1627,20
1938,1557,34
1939,1497,23
1940,1429,9
1941,1363,25
1942,1405,20
1943,1339,11
1944,1216,20
1945,1080,9
1946,1171,17
1947,1186,13
1948,1159,17
1949,1053,9
1950,1052,7
1951,981,18
1952,1029,13
1953,1089,15
1954,1012,14
1955,962,14
1956,948,7
1957,982,12
1958,768,5
1959,813,15
1960,789,8
1961,787,12
1962,714,13
1963,670,9
1964,615,10
1965,551,15
1966,598,8
1967,604,11
1968,543,6
1969,510,7
1970,533,12
1971,584,0
1972,568,8
1973,555,10
1974,595,19
1975,519,21
1976,580,13
1977,564,20
1978,513,11
1979,579,22
1980,658,20
1981,687,15
1982,602,18
1983,523,17
1984,530,16
1985,549,14
1986,520,9
1987,492,13
1988,511,16
1989,615,24
1990,685,15
1991,668,18
1992,702,11
1993,645,11
1994,586,19
1995,583,10
1996,566,11
1997,535,7
1998,525,15
1999,531,11
2000,547,8
2001,523,11
2002,508,7
2003,420,8
2004,452,9
2005,478,0
2006,473,10
2007,414,5
2008,369,6
2009,348,5
2010,317,0
2011,297,6
2012,313,6
2013,400,8
2014,418,0
2015,416,9
2016,391,8
2017,455,11
2018,456,5
2019,487,0
