year,Boys,Girls
1880,0,469
1881,0,466
1882,0,523
1883,0,457
1884,0,520
1885,0,446
1886,0,480
1887,0,468
1888,0,536
1889,0,472
1890,0,549
1891,0,499
1892,0,542
1893,0,530
1894,0,521
1895,0,551
1896,0,527
1897,0,513
1898,6,645
1899,7,496
1900,0,640
1901,0,506
1902,7,590
1903,0,557
1904,7,600
1905,0,591
1906,5,632
1907,5,738
1908,0,739
1909,0,763
1910,5,922
1911,5,1158
1912,14,2210
1913,11,2577
1914,15,3347
1915,15,4231
1916,16,4278
1917,22,4424
1918,17,4873
1919,28,4615
1920,25,5007
1921,29,4925
1922,23,4832
1923,20,5005
1924,25,4930
1925,30,4795
1926,33,4729
1927,39,4755
1928,39,6247
1929,37,4932
1930,37,4555
1931,40,3949
1932,21,3899
1933,19,3268
1934,16,3161
1935,14,3123
1936,17,3253
1937,16,3181
1938,19,3008
1939,15,2988
1940,14,3063
1941,20,3052
1942,12,3406
1943,13,3446
1944,15,3048
1945,9,2893
1946,8,3238
1947,16,3414
1948,16,3246
1949,14,3187
1950,13,3234
1951,18,3199
1952,6,3136
1953,15,3130
1954,16,3050
1955,6,2978
1956,15,2944
1957,13,2821
1958,16,2710
1959,21,2545
1960,18,2404
1961,21,2277
1962,13,2136
1963,11,1988
1964,16,1962
1965,9,1655
1966,13,1607
1967,10,1635
1968,11,1493
1969,14,1496
1970,12,1415
1971,14,1371
1972,14,1164
1973,11,1075
1974,16,973
1975,5,950
1976,9,902
1977,9,949
1978,13,895
1979,11,836
1980,8,864
1981,8,816
1982,6,835
1983,9,808
1984,0,748
1985,0,675
1986,11,672
1987,7,682
1988,0,721
1989,8,635
1990,0,643
1991,5,577
1992,0,570
1993,0,524
1994,5,453
1995,0,449
1996,0,422
1997,0,378
1998,0,372
1999,0,338
2000,0,350
2001,0,345
2002,0,284
2003,0,274
2004,0,267
2005,0,280
2006,0,282
2007,0,301
2008,0,278
2009,0,262
2010,0,225
2011,0,219
2012,0,212
2013,0,208
2014,0,288
2015,0,232
2016,0,265
2017,0,251
2018,0,252
2019,0,285
