year,F,M
1880,0,0
1881,0,0
1882,0,6
1883,0,0
1884,0,9
1885,0,10
1886,0,5
1887,0,5
1888,0,6
1889,0,10
1890,0,12
1891,0,9
1892,0,17
1893,0,12
1894,0,11
1895,0,21
1896,0,13
1897,0,19
1898,0,14
1899,0,16
1900,0,27
1901,0,20
1902,0,27
1903,0,25
1904,0,29
1905,0,23
1906,0,28
1907,0,38
1908,0,31
1909,0,45
1910,0,59
1911,0,55
1912,0,102
1913,0,158
1914,0,184
1915,0,238
1916,0,251
1917,0,310
1918,0,333
1919,0,330
1920,0,433
1921,5,375
1922,0,479
1923,0,588
1924,0,625
1925,0,804
1926,5,836
1927,7,808
1928,7,964
1929,8,1101
1930,9,1303
1931,5,1421
1932,8,1339
1933,7,1345
1934,0,1368
1935,0,1426
1936,0,1755
1937,0,1845
1938,0,2241
1939,6,2330
1940,6,2377
1941,5,2624
1942,7,3135
1943,5,3855
1944,8,4277
1945,9,5072
1946,7,6490
1947,19,7823
1948,10,7394
1949,14,7256
1950,13,7738
1951,15,8409
1952,12,8309
1953,11,8452
1954,14,8713
1955,15,9032
1956,12,8720
1957,18,8214
1958,14,8225
1959,18,8146
1960,21,8353
1961,22,8617
1962,28,7714
1963,22,6933
1964,24,6811
1965,17,5617
1966,10,4944
1967,14,4569
1968,20,3977
1969,17,3860
1970,23,3560
1971,15,3167
1972,9,2577
1973,14,2272
1974,12,2233
1975,15,2247
1976,19,2189
1977,14,2133
1978,13,2121
1979,11,2324
1980,20,2676
1981,9,2593
1982,15,2686
1983,13,2770
1984,19,2702
1985,19,2682
1986,21,2645
1987,25,2586
1988,16,2754
1989,15,2728
1990,15,2640
1991,16,2544
1992,15,2606
1993,11,2561
1994,9,2433
1995,9,2293
1996,9,2447
1997,7,2177
1998,5,2138
1999,8,2248
2000,12,2415
2001,7,2643
2002,7,2624
2003,17,3097
2004,17,3062
2005,13,3204
2006,6,3474
2007,8,3249
2008,0,3027
2009,7,2845
2010,0,2512
2011,9,2340
2012,12,2284
2013,9,2605
2014,9,2497
2015,13,2485
2016,5,2630
2017,5,2441
2018,5,2247
2019,0,2136
