year,Boys,Girls
1880,18,0
1881,13,0
1882,28,0
1883,18,0
1884,30,0
1885,33,0
1886,31,0
1887,26,0
1888,44,0
1889,35,0
1890,37,0
1891,36,0
1892,41,0
1893,41,0
1894,55,0
1895,53,0
1896,52,0
1897,35,0
1898,53,0
1899,53,0
1900,52,0
1901,58,0
1902,43,0
1903,57,0
1904,61,0
1905,67,0
1906,57,0
1907,72,0
1908,74,0
1909,69,0
1910,73,0
1911,109,0
1912,146,0
1913,171,0
1914,202,8
1915,235,5
1916,248,6
1917,264,12
1918,292,6
1919,252,6
1920,312,0
1921,338,8
1922,280,5
1923,299,11
1924,334,8
1925,281,5
1926,327,11
1927,335,13
1928,302,12
1929,289,9
1930,256,9
1931,232,8
1932,225,13
1933,236,12
1934,216,8
1935,213,0
1936,219,6
1937,222,0
1938,196,0
1939,205,5
1940,199,0
1941,233,7
1942,261,6
1943,242,0
1944,265,0
1945,254,7
1946,286,0
1947,293,0
1948,356,7
1949,324,6
1950,310,9
1951,329,8
1952,364,10
1953,318,9
1954,359,9
1955,327,14
1956,327,13
1957,265,25
1958,300,28
1959,283,30
1960,257,28
1961,275,35
1962,239,50
1963,251,42
1964,250,59
1965,280,41
1966,247,55
1967,225,45
1968,226,57
1969,287,62
1970,307,70
1971,288,84
1972,282,88
1973,292,84
1974,309,108
1975,255,97
1976,298,92
1977,264,89
1978,280,84
1979,269,87
1980,334,73
1981,340,82
1982,315,63
1983,324,68
1984,339,45
1985,347,55
1986,342,60
1987,343,59
1988,358,47
1989,309,38
1990,337,35
1991,309,30
1992,342,31
1993,303,25
1994,318,18
1995,437,16
1996,669,9
1997,513,16
1998,465,6
1999,433,9
2000,413,10
2001,414,7
2002,399,9
2003,345,11
2004,329,8
2005,306,10
2006,257,9
2007,272,6
2008,250,5
2009,197,8
2010,207,0
2011,232,7
2012,223,6
2013,241,5
2014,272,0
2015,261,0
2016,264,0
2017,254,0
2018,197,0
2019,227,0
