year,F,M
1880,0,0
1881,7,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,9,0
1888,8,0
1889,0,0
1890,11,0
1891,13,0
1892,10,0
1893,16,0
1894,11,0
1895,13,0
1896,30,0
1897,24,0
1898,18,0
1899,18,0
1900,22,0
1901,16,0
1902,22,0
1903,12,0
1904,26,0
1905,24,0
1906,26,0
1907,22,0
1908,39,0
1909,37,0
1910,31,0
1911,46,0
1912,59,0
1913,77,0
1914,107,0
1915,136,0
1916,176,0
1917,174,0
1918,196,0
1919,178,0
1920,205,0
1921,181,0
1922,199,0
1923,198,0
1924,228,5
1925,231,0
1926,196,0
1927,181,0
1928,166,0
1929,148,0
1930,134,0
1931,128,0
1932,103,5
1933,112,0
1934,130,0
1935,104,0
1936,115,0
1937,128,0
1938,108,0
1939,104,0
1940,115,0
1941,104,0
1942,132,0
1943,125,0
1944,132,0
1945,99,0
1946,119,0
1947,135,0
1948,139,0
1949,151,0
1950,199,0
1951,187,0
1952,234,0
1953,203,0
1954,230,7
1955,243,0
1956,268,0
1957,273,6
1958,361,0
1959,294,0
1960,275,0
1961,241,0
1962,237,0
1963,214,0
1964,172,0
1965,152,7
1966,115,0
1967,122,0
1968,111,0
1969,82,0
1970,96,0
1971,92,0
1972,93,0
1973,84,0
1974,91,0
1975,81,0
1976,58,0
1977,54,0
1978,50,5
1979,55,0
1980,32,0
1981,46,0
1982,41,0
1983,43,0
1984,35,0
1985,34,0
1986,28,0
1987,25,0
1988,22,0
1989,13,0
1990,20,0
1991,18,0
1992,14,0
1993,10,0
1994,12,0
1995,9,0
1996,6,0
1997,6,0
1998,5,0
1999,5,0
2000,6,0
2001,0,0
2002,0,0
2003,0,0
2004,5,0
2005,0,0
2006,5,0
2007,0,0
2008,0,0
2009,0,0
2010,0,0
2011,0,0
2012,0,0
2013,0,0
2014,5,0
2015,0,0
2016,0,0
2017,0,0
2018,5,0
2019,0,0
