year,F,M
1880,9,0
1881,0,0
1882,11,0
1883,5,0
1884,9,0
1885,13,0
1886,13,0
1887,14,0
1888,14,0
1889,13,0
1890,12,0
1891,13,0
1892,20,0
1893,24,0
1894,19,5
1895,11,0
1896,15,0
1897,18,0
1898,10,0
1899,11,0
1900,20,0
1901,10,0
1902,15,5
1903,17,0
1904,23,0
1905,14,7
1906,15,0
1907,17,0
1908,18,0
1909,21,0
1910,24,7
1911,22,5
1912,21,7
1913,26,7
1914,32,15
1915,43,22
1916,35,15
1917,21,14
1918,29,18
1919,20,20
1920,36,18
1921,35,16
1922,32,18
1923,29,21
1924,39,22
1925,25,12
1926,27,14
1927,32,12
1928,24,18
1929,23,23
1930,24,12
1931,26,11
1932,37,7
1933,24,16
1934,14,0
1935,20,13
1936,20,6
1937,25,10
1938,23,9
1939,14,11
1940,16,10
1941,16,5
1942,12,10
1943,16,6
1944,15,0
1945,12,16
1946,21,7
1947,13,11
1948,11,6
1949,16,8
1950,17,12
1951,14,7
1952,19,11
1953,12,0
1954,14,11
1955,11,0
1956,18,13
1957,11,12
1958,15,7
1959,16,7
1960,11,11
1961,7,5
1962,9,12
1963,7,10
1964,10,10
1965,7,11
1966,0,5
1967,14,9
1968,6,11
1969,8,14
1970,5,16
1971,9,17
1972,13,15
1973,8,11
1974,11,11
1975,13,8
1976,16,16
1977,18,11
1978,16,16
1979,13,15
1980,14,15
1981,17,15
1982,18,22
1983,18,15
1984,11,19
1985,13,17
1986,17,14
1987,18,23
1988,21,17
1989,14,19
1990,14,38
1991,15,31
1992,16,23
1993,13,25
1994,21,42
1995,17,33
1996,16,28
1997,19,36
1998,17,26
1999,12,24
2000,15,19
2001,32,19
2002,55,39
2003,45,30
2004,43,19
2005,38,24
2006,31,23
2007,47,37
2008,50,28
2009,50,33
2010,64,37
2011,66,32
2012,81,66
2013,80,79
2014,94,44
2015,105,64
2016,94,58
2017,126,45
2018,161,79
2019,151,67
