year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,5,0
1891,6,0
1892,8,0
1893,8,0
1894,0,0
1895,0,0
1896,6,0
1897,5,0
1898,11,0
1899,6,0
1900,10,0
1901,9,0
1902,5,0
1903,9,0
1904,0,0
1905,6,0
1906,7,0
1907,5,0
1908,8,0
1909,8,0
1910,0,0
1911,15,0
1912,10,0
1913,13,0
1914,13,0
1915,27,0
1916,13,0
1917,17,0
1918,20,0
1919,20,0
1920,22,0
1921,35,0
1922,27,0
1923,32,0
1924,27,0
1925,26,0
1926,23,0
1927,25,0
1928,27,0
1929,23,0
1930,20,0
1931,11,0
1932,16,0
1933,8,0
1934,11,0
1935,9,0
1936,8,0
1937,6,0
1938,7,0
1939,0,0
1940,7,0
1941,8,0
1942,7,0
1943,0,0
1944,6,0
1945,5,0
1946,7,0
1947,8,0
1948,5,0
1949,7,0
1950,5,0
1951,0,0
1952,0,0
1953,0,0
1954,0,0
1955,0,0
1956,6,0
1957,0,0
1958,0,0
1959,0,0
1960,0,0
1961,7,0
1962,0,0
1963,0,0
1964,0,0
1965,0,0
1966,0,0
1967,0,0
1968,0,0
1969,5,0
1970,6,0
1971,10,0
1972,0,0
1973,7,0
1974,14,0
1975,11,0
1976,16,0
1977,12,0
1978,13,0
1979,12,0
1980,15,0
1981,10,0
1982,18,0
1983,11,0
1984,14,0
1985,15,0
1986,14,0
1987,12,0
1988,20,0
1989,17,0
1990,30,0
1991,46,0
1992,60,0
1993,45,0
1994,56,0
1995,48,0
1996,63,0
1997,64,0
1998,98,0
1999,92,0
2000,88,0
2001,101,0
2002,98,0
2003,97,0
2004,106,0
2005,117,0
2006,119,0
2007,131,0
2008,114,0
2009,116,0
2010,123,0
2011,138,0
2012,150,0
2013,218,0
2014,437,0
2015,458,0
2016,541,0
2017,595,0
2018,628,0
2019,902,0
