year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,5
1911,0,11
1912,0,16
1913,0,21
1914,0,30
1915,0,38
1916,0,40
1917,0,34
1918,0,48
1919,0,33
1920,0,48
1921,0,50
1922,0,53
1923,0,45
1924,0,43
1925,0,54
1926,0,49
1927,0,46
1928,0,34
1929,0,47
1930,0,52
1931,0,53
1932,0,36
1933,0,36
1934,0,33
1935,0,27
1936,0,27
1937,0,29
1938,0,42
1939,5,38
1940,0,34
1941,0,37
1942,0,39
1943,0,51
1944,0,48
1945,0,36
1946,0,42
1947,0,68
1948,0,53
1949,0,65
1950,0,80
1951,0,95
1952,0,109
1953,0,99
1954,0,116
1955,0,117
1956,0,137
1957,0,143
1958,0,165
1959,0,209
1960,0,206
1961,5,219
1962,0,312
1963,0,336
1964,0,352
1965,6,388
1966,7,395
1967,0,437
1968,0,484
1969,7,594
1970,7,709
1971,8,750
1972,12,728
1973,9,778
1974,9,750
1975,5,755
1976,6,789
1977,15,846
1978,22,852
1979,8,957
1980,8,1011
1981,16,903
1982,10,1032
1983,6,910
1984,7,893
1985,13,964
1986,10,911
1987,11,957
1988,8,1081
1989,8,1152
1990,9,1342
1991,10,1515
1992,8,1574
1993,10,1646
1994,11,1688
1995,12,1764
1996,5,1923
1997,0,1923
1998,10,1853
1999,8,1771
2000,5,2024
2001,0,2108
2002,9,2026
2003,0,1959
2004,6,2010
2005,0,2115
2006,0,1864
2007,0,1866
2008,7,1678
2009,0,1463
2010,0,1310
2011,0,1257
2012,0,1304
2013,0,1215
2014,0,1128
2015,0,1084
2016,0,1062
2017,0,1010
2018,0,918
2019,0,827
