year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,5,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,6,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,14,0
1916,9,0
1917,15,0
1918,8,0
1919,14,0
1920,10,0
1921,11,0
1922,9,0
1923,8,0
1924,6,0
1925,8,0
1926,12,0
1927,10,0
1928,10,0
1929,9,0
1930,0,0
1931,8,0
1932,0,0
1933,6,0
1934,5,0
1935,0,0
1936,0,0
1937,6,0
1938,7,0
1939,0,0
1940,0,0
1941,5,0
1942,6,0
1943,6,0
1944,6,0
1945,0,0
1946,0,0
1947,9,0
1948,0,0
1949,5,0
1950,5,0
1951,6,0
1952,0,0
1953,0,0
1954,8,0
1955,0,0
1956,0,0
1957,5,0
1958,5,0
1959,0,0
1960,10,0
1961,0,0
1962,10,0
1963,6,0
1964,8,0
1965,6,0
1966,15,0
1967,17,0
1968,28,0
1969,12,0
1970,18,0
1971,18,0
1972,20,0
1973,18,0
1974,26,0
1975,31,0
1976,37,0
1977,21,0
1978,21,0
1979,25,0
1980,19,0
1981,21,0
1982,10,0
1983,16,0
1984,12,0
1985,14,0
1986,16,0
1987,18,0
1988,9,0
1989,21,0
1990,32,0
1991,25,0
1992,29,0
1993,46,0
1994,51,0
1995,48,0
1996,69,0
1997,71,0
1998,81,0
1999,59,0
2000,115,0
2001,103,0
2002,84,0
2003,108,0
2004,82,0
2005,107,0
2006,86,0
2007,105,0
2008,106,0
2009,113,0
2010,94,0
2011,75,0
2012,59,0
2013,55,0
2014,57,0
2015,49,0
2016,49,0
2017,42,0
2018,52,0
2019,45,0
