year,Boys,Girls
1880,344,0
1881,314,0
1882,406,0
1883,423,0
1884,542,0
1885,578,5
1886,641,0
1887,680,0
1888,836,0
1889,883,0
1890,920,6
1891,933,0
1892,1101,7
1893,1071,6
1894,1134,0
1895,1193,5
1896,1148,0
1897,1144,0
1898,1239,6
1899,1035,0
1900,1406,10
1901,1140,0
1902,1261,9
1903,1192,0
1904,1214,5
1905,1284,10
1906,1225,0
1907,1375,0
1908,1384,8
1909,1230,14
1910,1453,8
1911,1449,6
1912,1775,10
1913,1814,15
1914,2049,6
1915,2486,13
1916,2607,10
1917,2507,8
1918,2756,13
1919,2634,15
1920,2730,14
1921,2589,10
1922,2404,10
1923,2427,12
1924,2370,10
1925,2332,17
1926,2261,24
1927,2073,16
1928,1807,18
1929,1765,15
1930,1651,18
1931,1462,11
1932,1456,17
1933,1289,14
1934,1384,15
1935,1267,15
1936,1136,10
1937,1071,15
1938,1083,9
1939,1060,15
1940,1018,6
1941,993,8
1942,997,17
1943,876,9
1944,868,11
1945,855,14
1946,805,5
1947,859,9
1948,884,0
1949,792,6
1950,737,8
1951,730,0
1952,640,6
1953,637,0
1954,555,0
1955,577,9
1956,465,0
1957,457,7
1958,374,6
1959,368,0
1960,346,0
1961,360,0
1962,259,0
1963,247,0
1964,205,0
1965,189,0
1966,181,0
1967,147,0
1968,112,0
1969,127,0
1970,120,0
1971,75,0
1972,92,0
1973,90,0
1974,87,0
1975,87,0
1976,69,0
1977,75,0
1978,71,0
1979,65,0
1980,79,0
1981,59,0
1982,64,0
1983,60,0
1984,63,0
1985,56,0
1986,53,0
1987,59,0
1988,54,0
1989,58,0
1990,59,0
1991,64,0
1992,53,0
1993,45,0
1994,66,0
1995,61,0
1996,56,0
1997,68,0
1998,83,0
1999,99,0
2000,132,0
2001,112,0
2002,140,0
2003,119,0
2004,151,0
2005,175,0
2006,207,0
2007,208,0
2008,230,0
2009,240,0
2010,259,0
2011,337,0
2012,372,0
2013,419,0
2014,413,0
2015,513,0
2016,532,0
2017,460,0
2018,558,0
2019,554,0
