year,F,M
1880,615,5
1881,643,0
1882,803,0
1883,851,0
1884,979,6
1885,1026,5
1886,1094,8
1887,1087,7
1888,1310,0
1889,1361,10
1890,1406,5
1891,1458,6
1892,1666,5
1893,1759,8
1894,1818,6
1895,1938,12
1896,1928,13
1897,1833,0
1898,2090,7
1899,1821,7
1900,2252,0
1901,1892,9
1902,1884,9
1903,1980,14
1904,1905,6
1905,2026,0
1906,1921,7
1907,1929,7
1908,1952,7
1909,1950,5
1910,2145,7
1911,2033,8
1912,2599,5
1913,2843,8
1914,3049,8
1915,3865,22
1916,3960,14
1917,4046,17
1918,4076,18
1919,3816,10
1920,3955,8
1921,3791,14
1922,3649,6
1923,3314,9
1924,3205,9
1925,2980,9
1926,2756,15
1927,2549,10
1928,2243,16
1929,2125,6
1930,1996,15
1931,1711,17
1932,1670,11
1933,1398,5
1934,1435,8
1935,1313,7
1936,1239,10
1937,1193,10
1938,1116,7
1939,1063,0
1940,1019,5
1941,965,5
1942,911,0
1943,843,5
1944,686,0
1945,621,0
1946,571,0
1947,596,0
1948,537,0
1949,523,0
1950,460,0
1951,397,0
1952,366,0
1953,378,0
1954,325,0
1955,316,0
1956,257,0
1957,228,0
1958,196,0
1959,183,0
1960,175,0
1961,186,0
1962,145,0
1963,110,0
1964,115,0
1965,117,0
1966,88,0
1967,85,0
1968,74,0
1969,71,0
1970,50,0
1971,57,0
1972,37,0
1973,36,0
1974,34,0
1975,41,0
1976,27,0
1977,30,0
1978,22,0
1979,22,0
1980,27,0
1981,18,0
1982,24,0
1983,14,0
1984,16,0
1985,10,0
1986,15,0
1987,13,0
1988,7,0
1989,9,0
1990,8,0
1991,9,0
1992,6,0
1993,7,0
1994,9,0
1995,9,0
1996,8,0
1997,6,0
1998,0,0
1999,0,0
2000,0,0
2001,0,0
2002,0,0
2003,0,0
2004,0,0
2005,6,0
2006,0,0
2007,0,0
2008,0,0
2009,0,0
2010,0,0
2011,0,0
2012,0,0
2013,5,0
2014,9,0
2015,0,0
2016,5,0
2017,0,0
2018,0,0
2019,12,0
