year,Boys,Girls
1880,0,54
1881,0,40
1882,0,44
1883,0,42
1884,0,39
1885,0,52
1886,0,36
1887,0,35
1888,0,43
1889,0,33
1890,0,47
1891,0,44
1892,0,47
1893,0,35
1894,0,56
1895,0,33
1896,0,42
1897,0,44
1898,0,59
1899,0,36
1900,0,55
1901,0,37
1902,0,45
1903,0,44
1904,0,45
1905,0,36
1906,0,24
1907,0,41
1908,0,44
1909,0,42
1910,0,53
1911,0,50
1912,0,93
1913,0,119
1914,0,127
1915,0,186
1916,0,217
1917,0,232
1918,0,245
1919,0,261
1920,0,231
1921,0,233
1922,0,295
1923,0,239
1924,0,233
1925,0,244
1926,0,244
1927,8,213
1928,0,220
1929,0,185
1930,0,165
1931,0,169
1932,0,197
1933,0,157
1934,0,154
1935,0,161
1936,0,179
1937,0,147
1938,0,163
1939,0,166
1940,0,150
1941,0,160
1942,0,175
1943,0,154
1944,0,156
1945,0,163
1946,0,202
1947,0,272
1948,0,276
1949,0,287
1950,0,326
1951,0,300
1952,0,307
1953,0,293
1954,0,353
1955,0,318
1956,0,321
1957,0,309
1958,0,327
1959,0,320
1960,0,331
1961,0,323
1962,0,386
1963,0,331
1964,0,317
1965,0,291
1966,0,214
1967,0,203
1968,0,211
1969,0,226
1970,0,231
1971,0,205
1972,0,205
1973,0,206
1974,0,206
1975,0,228
1976,5,196
1977,0,228
1978,0,232
1979,0,309
1980,0,298
1981,0,299
1982,5,403
1983,0,348
1984,6,409
1985,0,456
1986,9,776
1987,5,835
1988,7,887
1989,0,957
1990,0,992
1991,6,982
1992,11,1018
1993,0,1072
1994,0,948
1995,5,794
1996,0,829
1997,0,943
1998,0,1181
1999,0,1053
2000,5,1305
2001,0,1384
2002,6,1416
2003,8,1511
2004,7,1581
2005,7,1755
2006,0,1938
2007,7,2133
2008,7,2359
2009,8,2402
2010,10,2868
2011,7,3357
2012,10,3266
2013,13,3413
2014,19,3685
2015,12,3738
2016,11,3737
2017,14,3624
2018,21,3980
2019,14,4840
